RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8487,2,2018,849321,5.980000019073486,60,NO,NO
8487,2,2019,1286899,5.329999923706055,100,NO,NO
8487,2,2018,1756698,6.349999904632568,30,NO,SI
8487,2,2018,1861829,6.349999904632568,30,NO,SI
8487,2,2018,2442503,5.699999809265137,80,NO,NO
8487,2,2018,2990521,5.429999828338623,100,NO,NO
8487,2,2018,3752576,5.380000114440918,100,NO,NO
8487,2,2018,4279943,5.53000020980835,90,NO,NO
8487,2,2018,4803942,6.179999828338623,40,NO,NO
25369,3,2018,5543038,5.199999809265137,80,NO,NO
8487,2,2018,6628168,5.929999828338623,60,NO,NO
8487,2,2018,8146713,5.880000114440918,70,NO,NO
8487,2,2018,8324717,6.25,40,NO,NO
8487,2,2018,8464002,6.730000019073486,10,SI,NO
8487,2,2018,9176835,6.78000020980835,10,SI,NO
8487,2,2018,9440522,5.480000019073486,90,NO,NO
8487,2,2018,9907699,5.929999828338623,60,NO,NO
8487,2,2018,11309988,5.579999923706055,90,NO,NO
8487,2,2018,11441974,6.449999809265137,20,NO,SI
8487,2,2018,12153905,6,60,NO,NO
8487,2,2018,12397202,5.880000114440918,70,NO,NO
8487,2,2018,12650036,6.400000095367432,30,NO,SI
8487,2,2018,13104197,6.150000095367432,40,NO,NO
8487,2,2018,13984860,5.650000095367432,80,NO,NO
8487,2,2018,14114687,6.079999923706055,50,NO,NO
8487,2,2018,14360255,5.949999809265137,60,NO,NO
8487,2,2018,14615695,5.829999923706055,70,NO,NO
8487,2,2018,15241475,6.150000095367432,40,NO,NO
8487,2,2019,15519821,5.699999809265137,80,NO,NO
8487,2,2018,16251218,6.099999904632568,50,NO,NO
8487,2,2018,16630305,5.650000095367432,80,NO,NO
8487,2,2018,18505002,5.730000019073486,80,NO,NO
8487,2,2018,18867832,5.400000095367432,100,NO,NO
8487,2,2018,19000433,6.099999904632568,50,NO,NO
8487,2,2018,19597657,5.53000020980835,90,NO,NO
8487,2,2018,20392765,6.5,20,NO,SI
8487,2,2018,20795554,5.800000190734863,70,NO,NO
9905,3,2018,22294090,6.429999828338623,40,NO,NO
8487,2,2018,22336848,5.900000095367432,70,NO,NO
8487,2,2018,22619480,6.150000095367432,40,NO,NO
8490,2,2018,23700682,6.329999923706055,20,NO,SI
8487,2,2018,195082,6.03000020980835,50,NO,NO
8487,2,2018,985993,6.349999904632568,30,NO,SI
8487,2,2018,1107563,5.75,80,NO,NO
9409,5,2019,1430023,6.03000020980835,20,NO,SI
8487,2,2018,2558417,5.929999828338623,60,NO,NO
8487,2,2018,3597108,5.550000190734863,90,NO,NO
8615,3,2018,3843635,6.150000095367432,30,NO,SI
