RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8553,2,2020,1493452,5.630000114440918,50,NO,NO
31167,3,2020,2737435,5.730000019073486,20,NO,SI
25951,3,2020,3015123,5.070000171661377,50,NO,NO
8553,2,2019,2726631,5.570000171661377,60,NO,NO
25818,3,2019,5231624,6.170000076293945,10,SI,NO
31376,3,2019,5502425,5.130000114440918,50,NO,NO
25951,3,2019,6826255,5.269999980926514,40,NO,NO
25818,3,2019,9192612,5.170000076293945,50,NO,NO
16820,3,2019,15155632,5.800000190734863,20,NO,SI
26371,3,2019,16238678,4.699999809265137,90,NO,NO
25818,3,2019,17744469,5.429999828338623,30,NO,SI
25818,3,2019,18567516,5.130000114440918,60,NO,NO
8554,2,2019,18965089,5.900000095367432,20,NO,SI
31167,3,2019,20914441,5.730000019073486,10,SI,NO
31376,3,2019,21260682,6.170000076293945,10,SI,NO
31167,3,2019,21313407,6.329999923706055,10,SI,NO
31167,3,2019,22665717,5.230000019073486,50,NO,NO
25463,3,2019,22882276,5.53000020980835,30,NO,SI
31167,3,2019,23733239,5.96999979019165,10,SI,NO
25237,3,2018,397479,5.550000190734863,20,NO,SI
20310,3,2018,2042406,6.230000019073486,10,SI,NO
8497,2,2018,2869664,6.230000019073486,10,SI,NO
8553,2,2018,3058821,5.349999904632568,70,NO,NO
10120,6,2018,3631904,5.829999923706055,20,NO,SI
12775,3,2018,6174302,5.46999979019165,20,NO,SI
20310,3,2018,6796470,5.5,50,NO,NO
31376,3,2018,8438160,6.03000020980835,10,SI,NO
31167,3,2018,8548057,6,10,SI,NO
8652,3,2018,11034905,5.630000114440918,10,SI,NO
25463,3,2018,15244305,5.099999904632568,70,NO,NO
25978,3,2018,15444921,5.730000019073486,20,NO,SI
25463,3,2018,15781417,5.349999904632568,40,NO,NO
25818,3,2018,16582265,5.5,20,NO,SI
25099,4,2018,16959664,5.53000020980835,40,NO,NO
24840,4,2018,17793308,6.53000020980835,10,SI,NO
8587,2,2018,18224995,6.650000095367432,10,SI,NO
25818,3,2018,18557320,5.199999809265137,40,NO,NO
25818,3,2018,19478320,5.400000095367432,30,NO,SI
1851,2,2018,20948488,5.699999809265137,20,NO,SI
25237,3,2018,20997077,5.96999979019165,10,SI,NO
25818,3,2018,21340767,5.099999904632568,50,NO,NO
25818,3,2018,23487102,5.849999904632568,10,SI,NO
25978,3,2018,23566524,5.630000114440918,20,NO,SI
26214,3,2018,24121189,5.46999979019165,20,NO,SI
25818,3,2017,1431953,5.730000019073486,10,SI,SI
25235,2,2017,1908155,5.730000019073486,20,NO,SI
16820,3,2017,2346114,5.929999828338623,10,SI,SI
31376,3,2017,3150857,6.53000020980835,10,SI,SI
25818,3,2017,3807705,5.869999885559082,10,SI,SI
31167,3,2017,4799299,6.03000020980835,10,SI,SI
10638,1,2017,5741873,5.570000171661377,20,NO,SI
10259,1,2017,5827132,5,50,NO,NO
25463,3,2017,6099002,6.070000171661377,10,SI,SI
25818,3,2017,6987642,6.400000095367432,10,SI,SI
25818,3,2017,7695182,4.96999979019165,60,NO,NO
10120,1,2017,8014795,5.599999904632568,20,NO,SI
10584,1,2017,8335609,5.300000190734863,50,NO,NO
25818,3,2017,10782388,5.900000095367432,10,SI,SI
25818,3,2017,11818721,5.130000114440918,40,NO,NO
31039,3,2017,12051175,5.429999828338623,30,NO,SI
8499,2,2017,12427345,6.269999980926514,10,SI,SI
26062,3,2017,12592355,5.050000190734863,40,NO,NO
25818,3,2017,12706707,5.5,20,NO,SI
26085,3,2017,13548981,6.03000020980835,10,SI,SI
31167,3,2017,13677009,5.199999809265137,50,NO,NO
9917,3,2017,13751887,6.429999828338623,10,SI,SI
31039,3,2017,14148079,6.449999809265137,10,SI,SI
25818,3,2017,14285421,5.630000114440918,10,SI,SI
8554,2,2017,14359077,5.550000190734863,20,NO,SI
10355,3,2017,15155467,5.429999828338623,30,NO,SI
25977,3,2017,18100252,5.329999923706055,40,NO,NO
31039,3,2017,19417408,5.880000114440918,20,NO,SI
9330,3,2017,20241916,5.730000019073486,20,NO,SI
9587,2,2017,20387713,5.400000095367432,10,SI,SI
31167,3,2017,20704730,5.46999979019165,30,NO,SI
24840,4,2017,21308034,5,30,NO,SI
24840,4,2017,22278674,5,30,NO,SI
26214,3,2017,23137160,6,10,SI,SI
8587,2,2017,23541714,5.400000095367432,30,NO,SI
10250,2,2017,23660178,5.699999809265137,20,NO,SI
25977,3,2017,23839293,5.929999828338623,20,NO,SI
31039,3,2017,24016121,6.099999904632568,10,SI,SI
31039,3,2017,24408941,5.070000171661377,60,NO,NO
8928,1,2015,17871,5.300000190734863,50,NO,NO
26333,1,2015,113801,6.400000095367432,10,NO,SI
25874,3,2015,216866,5.670000076293945,30,NO,SI
31039,3,2016,298339,5.869999885559082,20,NO,SI
10120,1,2016,302728,6.170000076293945,10,SI,SI
9411,1,2014,326812,5.869999885559082,20,NO,SI
8553,2,2016,341950,6.269999980926514,10,SI,SI
31167,3,2014,354920,5.670000076293945,20,NO,SI
25818,3,2015,549219,5.800000190734863,10,NO,SI
26371,3,2014,731180,5.929999828338623,10,NO,SI
31039,3,2016,837812,6.630000114440918,10,SI,SI
25463,3,2015,968332,6.300000190734863,10,NO,SI
25463,3,2016,1626896,6.449999809265137,10,SI,SI
24840,4,2013,1650552,5.699999809265137,10,NO,SI
8652,3,2014,2063119,5.230000019073486,30,NO,SI
31167,3,2014,2404133,5.769999980926514,20,NO,SI
8491,2,2016,2496466,5.929999828338623,10,SI,SI
25818,3,2016,2685995,5.5,20,NO,SI
25818,3,2014,2761763,6.070000171661377,10,NO,SI
8491,2,2014,2891746,6.329999923706055,10,NO,SI
25463,3,2016,3046477,5.900000095367432,10,SI,SI
25463,3,2015,3143449,5.730000019073486,20,NO,SI
31039,3,2015,3461833,6.099999904632568,10,NO,SI
25463,3,2016,3491906,6.130000114440918,10,SI,SI
25463,3,2014,3657087,5.630000114440918,20,NO,SI
25463,3,2015,3721910,6.300000190734863,10,NO,SI
31039,3,2016,4279018,6.269999980926514,10,SI,SI
31167,3,2015,4611925,5.599999904632568,30,NO,SI
9328,3,2015,4617115,5.730000019073486,10,NO,SI
24840,4,2014,4778866,5.369999885559082,10,NO,SI
25818,3,2016,4820197,5.570000171661377,20,NO,SI
31376,3,2015,5193284,5.53000020980835,20,NO,SI
8491,2,2016,6293018,6.170000076293945,10,SI,SI
8491,2,2014,6525677,5.570000171661377,30,NO,SI
10128,1,2016,6652653,6.199999809265137,10,SI,SI
31039,3,2016,6716592,5.900000095367432,20,NO,SI
25463,3,2015,6756643,6.400000095367432,10,NO,SI
25818,3,2015,6780162,5.630000114440918,10,NO,SI
10727,1,2016,7123951,5.900000095367432,10,SI,SI
8587,2,2016,7233590,5.800000190734863,20,NO,SI
25463,3,2016,7697904,5.900000095367432,10,SI,SI
25818,3,2016,7855910,5.46999979019165,20,NO,SI
25818,3,2016,8351481,5.630000114440918,10,SI,SI
31039,3,2015,8533210,5.269999980926514,60,NO,NO
31039,3,2014,8580553,5.96999979019165,10,NO,SI
8553,2,2016,8779772,6.53000020980835,10,SI,SI
31167,3,2016,8835780,6,10,SI,SI
25818,3,2016,8860288,4.550000190734863,90,NO,NO
20310,3,2015,9055925,5.230000019073486,50,NO,NO
31167,3,2016,9059200,5.230000019073486,50,NO,NO
25463,3,2014,9379593,5.570000171661377,20,NO,SI
9917,3,2013,10012020,5.369999885559082,30,NO,SI
8491,2,2014,10332972,5.670000076293945,20,NO,SI
31039,3,2016,10591460,5.829999923706055,20,NO,SI
31167,3,2015,10594971,6,10,NO,SI
31167,3,2015,10681024,5.800000190734863,20,NO,SI
31167,3,2015,11009637,6.369999885559082,10,NO,SI
25818,3,2014,11012064,6.199999809265137,10,NO,SI
31167,3,2014,11020363,5.800000190734863,20,NO,SI
24896,4,2015,11091545,5.46999979019165,10,NO,SI
31039,3,2015,11106155,5.5,50,NO,NO
31167,3,2015,11112076,5.929999828338623,20,NO,SI
8491,2,2014,11152782,4.900000095367432,90,NO,NO
25418,3,2016,11393772,6.03000020980835,10,SI,SI
31167,3,2015,11469910,6.099999904632568,10,NO,SI
25463,3,2015,11657874,6.099999904632568,10,NO,SI
8491,2,2016,12011172,5.400000095367432,40,NO,NO
31376,3,2015,12050862,5.099999904632568,50,NO,NO
25057,4,2014,12678980,5.630000114440918,10,NO,SI
25818,3,2014,12807555,5.429999828338623,30,NO,SI
8491,2,2013,13266167,5.300000190734863,40,NO,NO
8554,2,2016,13328654,5.769999980926514,10,NO,SI
26030,4,2015,13430199,5.96999979019165,10,NO,SI
9411,1,2014,13649616,5.670000076293945,20,NO,SI
10120,1,2014,13900788,6.630000114440918,10,NO,SI
31039,3,2015,13930739,6.53000020980835,10,NO,SI
25818,3,2016,13980648,5.429999828338623,20,NO,SI
8491,2,2014,14403545,5.199999809265137,70,NO,NO
25874,3,2015,14905232,5.929999828338623,20,NO,SI
31039,3,2016,15280556,6.670000076293945,10,SI,SI
25818,3,2015,15537839,4.699999809265137,80,NO,NO
8491,2,2014,15556808,6,10,NO,SI
20310,3,2015,15746381,5.699999809265137,10,NO,SI
25818,3,2014,15934878,5.46999979019165,30,NO,SI
25818,3,2015,16103454,5.53000020980835,20,NO,SI
31039,3,2015,16203743,5.630000114440918,40,NO,NO
31167,3,2015,16400310,5.5,30,NO,SI
25818,3,2014,16429133,5.329999923706055,40,NO,NO
31039,3,2015,16652107,6.269999980926514,10,NO,SI
31376,3,2016,16764215,6.369999885559082,10,SI,SI
31167,3,2015,17019893,5.769999980926514,20,NO,SI
31167,3,2014,17148298,5.900000095367432,20,NO,SI
31039,3,2014,17352672,6.199999809265137,10,NO,SI
25753,3,2015,17425232,6,10,NO,SI
26371,3,2015,17429198,5.730000019073486,10,NO,SI
31039,3,2015,17475572,5.329999923706055,60,NO,NO
8763,4,2016,17770951,5.699999809265137,20,NO,SI
8928,1,2016,17801705,6.099999904632568,10,SI,SI
25818,3,2014,17992293,5.730000019073486,20,NO,SI
31376,3,2016,18169199,5.429999828338623,40,NO,NO
24840,4,2016,18356044,5.300000190734863,20,NO,SI
20310,3,2015,18589060,5.670000076293945,10,NO,SI
25951,3,2016,18652791,5.869999885559082,20,SI,SI
25818,3,2014,19039871,5.800000190734863,10,NO,SI
31167,3,2014,19136576,6.03000020980835,10,NO,SI
24933,4,2014,19175029,6.099999904632568,10,NO,SI
31167,3,2015,19277308,5.329999923706055,50,NO,NO
31167,3,2014,19882881,5.329999923706055,40,NO,NO
8553,2,2015,19907124,5.070000171661377,70,NO,NO
8554,2,2015,19926106,5.670000076293945,30,NO,SI
25463,3,2014,19974034,5.300000190734863,40,NO,NO
10120,1,2014,20020187,6.429999828338623,10,NO,SI
31167,3,2016,20034347,6,10,SI,SI
31376,3,2015,20064057,6.170000076293945,10,NO,SI
8491,2,2014,20127971,5.670000076293945,20,NO,SI
8553,2,2016,20154712,5.769999980926514,30,NO,SI
25818,3,2016,20202775,5.670000076293945,10,SI,SI
31167,3,2016,20241601,5.730000019073486,30,NO,SI
25818,3,2014,20309629,6.170000076293945,10,NO,SI
20310,3,2016,20434076,5.429999828338623,40,NO,NO
10626,3,2015,20445563,6.369999885559082,10,NO,SI
25736,3,2016,20454412,5.5,20,NO,SI
25818,3,2014,20464003,5.730000019073486,20,NO,SI
31167,3,2016,20910087,5.199999809265137,50,NO,NO
31039,3,2016,20950132,6.230000019073486,10,SI,SI
31376,3,2014,21215240,5.730000019073486,20,NO,SI
26030,4,2014,21397737,6.369999885559082,10,NO,SI
8492,2,2016,21598842,5.699999809265137,10,SI,SI
31039,3,2016,21893815,5.900000095367432,20,NO,SI
31376,3,2014,22529325,5.800000190734863,10,NO,SI
24933,4,2016,22861011,5.800000190734863,10,NO,SI
24840,4,2014,23075372,5.53000020980835,10,NO,SI
9688,2,2014,23086711,5.800000190734863,10,NO,SI
8553,2,2016,23516716,6.300000190734863,10,SI,SI
25818,3,2014,23581530,6,10,NO,SI
31167,3,2015,23606480,5.269999980926514,50,NO,NO
8491,2,2014,23748584,5.230000019073486,60,NO,NO
31167,3,2014,23850743,5.929999828338623,20,NO,SI
25463,3,2016,23996936,5.630000114440918,20,NO,SI
31167,3,2015,24030306,6.199999809265137,10,NO,SI
25818,3,2016,24216628,5.46999979019165,20,NO,SI
31167,3,2016,24356444,5.099999904632568,60,NO,NO
31167,3,2016,24659167,5.769999980926514,20,NO,SI
25818,3,2014,24672823,6.070000171661377,10,NO,SI
8587,2,2014,24755351,6.070000171661377,10,NO,SI
9298,1,2015,24883636,6.03000020980835,10,NO,SI
31376,3,2020,5274053,6.369999885559082,10,SI,NO
25818,3,2020,5819499,6,20,NO,SI
25818,3,2020,7199246,5.829999923706055,30,NO,SI
25270,3,2020,10872249,5.599999904632568,20,NO,SI
9747,2,2020,11931226,5.46999979019165,40,NO,NO
25818,3,2020,18166508,6.429999828338623,10,SI,NO
26371,3,2020,19006793,5.730000019073486,20,NO,SI
31376,3,2020,20006200,5.400000095367432,60,NO,NO
31167,3,2020,20674269,5.900000095367432,10,SI,NO
10120,6,2020,20773597,5.869999885559082,20,NO,SI
26434,3,2020,24340163,6.050000190734863,20,NO,SI
31167,3,2020,24652542,5.929999828338623,10,SI,NO
31167,3,2019,330274,5.699999809265137,20,NO,SI
25057,4,2019,2042500,5.369999885559082,40,NO,NO
31376,3,2019,10690475,6,20,NO,SI
25818,3,2019,10714940,5.829999923706055,10,SI,NO
31167,3,2019,11839180,5.5,20,NO,SI
25099,4,2019,12774241,5.400000095367432,50,NO,NO
25818,3,2019,19119945,6,10,SI,NO
24840,4,2019,21960379,4.800000190734863,70,NO,NO
31167,3,2019,23301806,6.130000114440918,10,SI,NO
8927,1,2018,12320435,5.230000019073486,50,NO,NO
10555,2,2018,12487016,5.300000190734863,30,NO,SI
10120,6,2018,14222024,5.699999809265137,20,NO,SI
25463,3,2018,19711113,6.099999904632568,10,SI,NO
8502,5,2017,9545136,5.150000095367432,30,NO,SI
6163,2,2017,17938218,4.800000190734863,80,NO,NO
20310,3,2017,24009631,5.03000020980835,70,NO,NO
10555,2,2011,23223,5.070000171661377,30,NO,SI
31039,3,2010,77535,6.099999904632568,10,NO,SI
25978,3,2014,451437,5.5,20,NO,SI
25775,3,2008,496056,5.5,10,NO,SI
25235,2,2006,771895,5.650000095367432,20,NO,SI
8491,2,2014,804497,5.699999809265137,20,NO,SI
25463,3,2012,1947902,5.800000190734863,10,NO,SI
24840,4,2011,2749354,5.550000190734863,10,NO,SI
24840,4,2013,2874344,5.199999809265137,20,NO,SI
26023,3,2012,3827001,5.5,20,NO,SI
25818,3,2009,4208361,4.929999828338623,40,NO,NO
8497,2,2008,4346954,5.630000114440918,20,NO,SI
25271,1,2007,4378667,5.150000095367432,40,NO,NO
8652,3,2013,4556500,4.630000114440918,90,NO,NO
26087,3,2015,4715820,5.329999923706055,20,NO,SI
8491,2,2008,5222381,5.28000020980835,20,NO,SI
25960,1,2014,5408945,5.599999904632568,30,NO,SI
31167,3,2015,5463330,6.03000020980835,10,NO,SI
26214,3,2014,5472653,6.150000095367432,10,NO,SI
26023,3,2014,6178241,6.75,10,NO,SI
24840,4,2009,6890657,5.800000190734863,10,NO,SI
25174,3,2007,6942532,6,10,NO,SI
31039,3,2015,7490376,5.829999923706055,30,NO,SI
25504,3,2010,7663572,5.599999904632568,20,NO,SI
8553,2,2014,8224479,5.900000095367432,10,NO,SI
25818,3,2016,8399204,5.329999923706055,30,NO,SI
25818,3,2012,8424777,6,10,NO,SI
26030,4,2013,8501888,5.300000190734863,60,NO,NO
10792,1,2014,8997624,5,80,NO,NO
31039,3,2015,9898987,5.869999885559082,20,NO,SI
9726,2,2015,10159235,6.230000019073486,10,NO,SI
10734,3,2012,10163899,4.769999980926514,10,NO,SI
25174,3,2011,10164060,5.329999923706055,30,NO,SI
26054,3,2015,10192893,5.800000190734863,10,NO,SI
24840,4,2011,10580175,5.170000076293945,20,NO,SI
31039,3,2015,10618795,6.130000114440918,10,NO,SI
31039,3,2015,10782271,5.730000019073486,30,NO,SI
9460,1,2013,11224333,5.800000190734863,20,NO,SI
8927,1,2012,11262925,5.369999885559082,20,NO,SI
8616,3,2009,11660700,5.53000020980835,20,NO,SI
9726,2,2013,11776190,6.5,10,NO,SI
8763,4,2015,12183857,5.96999979019165,20,NO,SI
25818,3,2009,12248081,5.730000019073486,10,NO,SI
25818,3,2006,12363516,5.099999904632568,50,NO,NO
