RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
8499,53822,2004,joven,0,0,0,0
8499,4078282,2004,joven,0,0,0,0
8499,5782447,2004,joven,0,0,0,0
8499,6981705,2004,joven,0,0,0,0
8499,8144257,2004,joven,0,0,0,0
8499,14743168,2004,joven,0,0,0,0
8499,16017877,2004,joven,0,0,0,0
8499,19682079,2004,joven,0,0,0,0
8499,20930386,2004,joven,0,0,0,0
8499,22032488,2004,joven,0,0,0,0
8499,197538,2005,joven,0,0,0,0
8499,456149,2005,joven,0,0,0,0
8499,558065,2005,joven,0,0,0,0
8499,579208,2005,joven,0,0,0,0
8499,593650,2005,joven,0,0,0,0
8499,704846,2005,joven,0,0,0,0
8499,792835,2005,joven,0,0,0,0
8499,994556,2005,joven,0,0,0,0
8499,1030729,2005,joven,0,0,0,0
8499,1223389,2005,joven,0,0,0,0
8499,1270803,2005,joven,0,0,0,0
8499,1345957,2005,joven,0,0,0,0
8499,1520981,2005,joven,0,0,0,0
8499,1574042,2005,joven,0,0,0,0
8499,1601657,2005,joven,0,0,0,0
8499,1681788,2005,joven,0,0,0,0
8499,1746950,2005,joven,0,0,0,0
8499,2394473,2005,joven,0,0,0,0
8499,2424850,2005,joven,0,0,0,0
8499,2544265,2005,joven,0,0,0,0
8499,2607068,2005,joven,0,0,0,0
8499,2669127,2005,joven,0,0,0,0
8499,2720737,2005,joven,0,0,0,0
8499,2751036,2005,joven,0,0,0,0
8499,2978877,2005,joven,0,0,0,0
8499,3007693,2005,joven,0,0,0,0
8499,3151667,2005,joven,0,0,0,0
8499,3230118,2005,joven,0,0,0,0
8499,3256101,2005,joven,0,0,0,0
8499,3334252,2005,joven,0,0,0,0
8499,3617147,2005,joven,0,0,0,0
8499,3738323,2005,joven,0,0,0,0
8499,3827947,2005,joven,0,0,0,0
8499,3998572,2005,joven,0,0,0,0
8499,4020644,2005,joven,0,0,0,0
8499,4157325,2005,joven,0,0,0,0
8499,4301041,2005,joven,0,0,0,0
8499,4322189,2005,joven,0,0,0,0
8499,4409003,2005,joven,0,0,0,0
8499,4492470,2005,joven,0,0,0,0
8499,4933955,2005,joven,0,0,0,0
8499,5004962,2005,joven,0,0,0,0
8499,5106630,2005,joven,0,0,0,0
8499,5117744,2005,joven,0,0,0,0
8499,5170417,2005,joven,0,0,0,0
8499,5270202,2005,joven,0,0,0,0
8499,5295518,2005,joven,0,0,0,0
8499,5303249,2005,joven,0,0,0,0
8499,5384639,2005,joven,0,0,0,0
8499,5431700,2005,joven,0,0,0,0
8499,5659941,2005,joven,0,0,0,0
8499,6029656,2005,joven,0,0,0,0
8499,6152231,2005,joven,0,0,0,0
8499,6181954,2005,joven,0,0,0,0
8499,6272301,2005,joven,0,0,0,0
8499,6279442,2005,joven,0,0,0,0
8499,6285222,2005,joven,0,0,0,0
8499,6497423,2005,joven,0,0,0,0
8499,6668747,2005,joven,0,0,0,0
8499,6715257,2005,joven,0,0,0,0
8499,6720035,2005,joven,0,0,0,0
8499,6904215,2005,joven,0,0,0,0
8499,7001706,2005,joven,0,0,0,0
8499,7350270,2005,joven,0,0,0,0
8499,7444743,2005,joven,0,0,0,0
8499,7586911,2005,joven,0,0,0,0
