RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
8873,44197,2005,joven,0,0,0,0
8873,524845,2005,joven,0,0,0,0
8873,682928,2005,joven,0,0,0,0
8873,851085,2005,joven,0,0,0,0
8873,922223,2005,joven,0,0,0,0
8873,1242847,2005,joven,0,0,0,0
8873,1356037,2005,joven,0,0,0,0
8873,1598584,2005,joven,0,0,0,0
8873,1788486,2005,joven,0,0,0,0
8873,1858485,2005,joven,0,0,0,0
8873,1925485,2005,joven,0,0,0,0
8873,2035567,2005,joven,0,0,0,0
8873,2112156,2005,joven,0,0,0,0
8873,2298472,2005,joven,0,0,0,0
8873,2403210,2005,joven,0,0,0,0
8873,2419839,2005,joven,0,0,0,0
8873,2645804,2005,joven,0,0,0,0
8873,2740088,2005,joven,0,0,0,0
8873,2826424,2005,joven,0,0,0,0
8873,2889864,2005,joven,0,0,0,0
8873,3147494,2005,joven,0,0,0,0
8873,3161000,2005,joven,0,0,0,0
8873,3259806,2005,joven,0,0,0,0
8873,3338165,2005,joven,0,0,0,0
8873,4336538,2005,joven,0,0,0,0
8873,4796516,2005,joven,0,0,0,0
8873,4915882,2005,joven,0,0,0,0
8873,5097451,2005,joven,0,0,0,0
8873,5412483,2005,joven,0,0,0,0
8873,5676920,2005,joven,0,0,0,0
8873,5939195,2005,joven,0,0,0,0
8873,6247849,2005,joven,0,0,0,0
8873,6614689,2005,joven,0,0,0,0
8873,6622466,2005,joven,0,0,0,0
8873,6933101,2005,joven,0,0,0,0
8873,6960588,2005,joven,0,0,0,0
8873,7281236,2005,joven,0,0,0,0
8873,7642253,2005,joven,0,0,0,0
8873,7826194,2005,joven,0,0,0,0
8873,9414939,2005,joven,0,0,0,0
8873,9509396,2005,joven,0,0,0,0
8873,9524263,2005,joven,0,0,0,0
8873,9604588,2005,joven,0,0,0,0
8873,10437662,2005,joven,0,0,0,0
8873,10469124,2005,joven,0,0,0,0
8873,10544758,2005,joven,0,0,0,0
8873,10607780,2005,joven,0,0,0,0
8873,10868492,2005,joven,0,0,0,0
8873,11402274,2005,joven,0,0,0,0
8873,11498191,2005,joven,0,0,0,0
8873,11683204,2005,joven,0,0,0,0
8873,11707561,2005,joven,0,0,0,0
8873,12040242,2005,joven,0,0,0,0
8873,12550247,2005,joven,0,0,0,0
8873,12555785,2005,joven,0,0,0,0
8873,12565467,2005,joven,0,0,0,0
8873,12570155,2005,joven,0,0,0,0
8873,12605679,2005,joven,0,0,0,0
8873,12848413,2005,joven,0,0,0,0
8873,13368038,2005,joven,0,0,0,0
8873,13406670,2005,joven,0,0,0,0
8873,13414679,2005,joven,0,0,0,0
8873,13902150,2005,joven,0,0,0,0
8873,13930591,2005,joven,0,0,0,0
8873,14079384,2005,joven,0,0,0,0
8873,14102454,2005,joven,0,0,0,0
8873,14172751,2005,joven,0,0,0,0
8873,14244474,2005,joven,0,0,0,0
8873,14557013,2005,joven,0,0,0,0
8873,14739414,2005,joven,0,0,0,0
8873,14897035,2005,joven,0,0,0,0
8873,15271067,2005,joven,0,0,0,0
8873,15472094,2005,joven,0,0,0,0
8873,15525299,2005,joven,0,0,0,0
8873,16056901,2005,joven,0,0,0,0
8873,16068453,2005,joven,0,0,0,0
8873,16187239,2005,joven,0,0,0,0
8873,16403823,2005,joven,0,0,0,0
8873,16481951,2005,joven,0,0,0,0
8873,16574957,2005,joven,0,0,0,0
8873,16619868,2005,joven,0,0,0,0
8873,16635304,2005,joven,0,0,0,0
8873,16672664,2005,joven,0,0,0,0
8873,16979289,2005,joven,0,0,0,0
8873,17741974,2005,joven,0,0,0,0
8873,18374186,2005,joven,0,0,0,0
8873,18488404,2005,joven,0,0,0,0
8873,19618299,2005,joven,0,0,0,0
8873,19715314,2005,joven,0,0,0,0
8873,20104495,2005,joven,0,0,0,0
8873,20132796,2005,joven,0,0,0,0
8873,20136975,2005,joven,0,0,0,0
8873,20339518,2005,joven,0,0,0,0
8873,20444556,2005,joven,0,0,0,0
8873,20484631,2005,joven,0,0,0,0
8873,20892815,2005,joven,0,0,0,0
8873,21120155,2005,joven,0,0,0,0
8873,21194968,2005,joven,0,0,0,0
8873,21426784,2005,joven,0,0,0,0
8873,21597534,2005,joven,0,0,0,0
8873,22067730,2005,joven,0,0,0,0
8873,22359215,2005,joven,0,0,0,0
8873,22415568,2005,joven,0,0,0,0
8873,22750705,2005,joven,0,0,0,0
8873,22875986,2005,joven,0,0,0,0
8873,23000416,2005,joven,0,0,0,0
8873,23051135,2005,joven,0,0,0,0
8873,23669348,2005,joven,0,0,0,0
8873,23946434,2005,joven,0,0,0,0
8873,24261772,2005,joven,0,0,0,0
8873,24471483,2005,joven,0,0,0,0
8873,45978,2006,joven,0,0,0,0
8873,175800,2006,joven,0,0,0,0
8873,335693,2006,joven,0,0,0,0
8873,440837,2006,joven,0,0,0,0
8873,717930,2006,joven,0,0,0,0
8873,904258,2006,joven,0,0,0,0
8873,1063510,2006,joven,0,0,0,0
8873,1237734,2006,joven,0,0,0,0
8873,1644607,2006,joven,0,0,0,0
8873,1740663,2006,joven,0,0,0,0
8873,2094018,2006,joven,0,0,0,0
8873,2292592,2006,joven,0,0,0,0
8873,2407796,2006,joven,0,0,0,0
8873,2772976,2006,joven,0,0,0,0
8873,3093030,2006,joven,0,0,0,0
8873,3096895,2006,joven,0,0,0,0
8873,3330028,2006,joven,0,0,0,0
8873,3377093,2006,joven,0,0,0,0
8873,3497641,2006,joven,0,0,0,0
8873,3672591,2006,joven,0,0,0,0
8873,4280822,2006,joven,0,0,0,0
8873,4319142,2006,joven,0,0,0,0
8873,4872349,2006,joven,0,0,0,0
8873,4907867,2006,joven,0,0,0,0
8873,5011738,2006,joven,0,0,0,0
8873,5864204,2006,joven,0,0,0,0
8873,6297857,2006,joven,0,0,0,0
8873,6359378,2006,joven,0,0,0,0
8873,6448836,2006,joven,0,0,0,0
8873,6681261,2006,joven,0,0,0,0
8873,7042047,2006,joven,0,0,0,0
8873,8075113,2006,joven,0,0,0,0
8873,8126135,2006,joven,0,0,0,0
8873,8301716,2006,joven,0,0,0,0
8873,8439582,2006,joven,0,0,0,0
8873,8717935,2006,joven,0,0,0,0
8873,8828674,2006,joven,0,0,0,0
8873,8976434,2006,joven,0,0,0,0
8873,9043779,2006,joven,0,0,0,0
8873,9113582,2006,joven,0,0,0,0
8873,9194472,2006,joven,0,0,0,0
8873,9428717,2006,joven,0,0,0,0
8873,9489348,2006,joven,0,0,0,0
8873,9853189,2006,joven,0,0,0,0
8873,10181330,2006,joven,0,0,0,0
8873,10269088,2006,joven,0,0,0,0
8873,10329810,2006,joven,0,0,0,0
8873,10452924,2006,joven,0,0,0,0
8873,10489169,2006,joven,0,0,0,0
8873,10539302,2006,joven,0,0,0,0
8873,10902390,2006,joven,0,0,0,0
8873,11070868,2006,joven,0,0,0,0
8873,11370011,2006,joven,0,0,0,0
8873,11420861,2006,joven,0,0,0,0
8873,11442099,2006,joven,0,0,0,0
8873,11458985,2006,joven,0,0,0,0
8873,11649985,2006,joven,0,0,0,0
8873,11847009,2006,joven,0,0,0,0
8873,11952179,2006,joven,0,0,0,0
8873,12283945,2006,joven,0,0,0,0
8873,12349946,2006,joven,0,0,0,0
8873,12973701,2006,joven,0,0,0,0
8873,13470050,2006,joven,0,0,0,0
8873,14053242,2006,joven,0,0,0,0
8873,14068547,2006,joven,0,0,0,0
8873,14443888,2006,joven,0,0,0,0
8873,15156519,2006,joven,0,0,0,0
8873,15419849,2006,joven,0,0,0,0
8873,16041721,2006,joven,0,0,0,0
8873,16136682,2006,joven,0,0,0,0
8873,16140030,2006,joven,0,0,0,0
8873,16229882,2006,joven,0,0,0,0
8873,16242392,2006,joven,0,0,0,0
8873,16399536,2006,joven,0,0,0,0
8873,16429141,2006,joven,0,0,0,0
8873,16553280,2006,joven,0,0,0,0
8873,16674234,2006,joven,0,0,0,0
8873,16851594,2006,joven,0,0,0,0
8873,17101326,2006,joven,0,0,0,0
8873,17123842,2006,joven,0,0,0,0
8873,18084722,2006,joven,0,0,0,0
8873,18195042,2006,joven,0,0,0,0
