RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
5570,201162,2004,joven,0,0,0,0
5570,1498442,2004,joven,0,0,0,0
5570,1795524,2004,joven,0,0,0,0
5570,2609359,2004,joven,0,0,0,0
5570,3438008,2004,joven,0,0,0,0
5570,3645925,2004,joven,0,0,0,0
5570,3862494,2004,joven,0,0,0,0
5570,3968482,2004,joven,0,0,0,0
5570,4224325,2004,joven,0,0,0,0
5570,4675455,2004,joven,0,0,0,0
5570,4713066,2004,joven,0,0,0,0
5570,4960189,2004,joven,0,0,0,0
5570,5996988,2004,joven,0,0,0,0
5570,6619722,2004,joven,0,0,0,0
5570,7582074,2004,joven,0,0,0,0
5570,8048579,2004,joven,0,0,0,0
5570,10039164,2004,joven,0,0,0,0
5570,10169534,2004,joven,0,0,0,0
5570,12070781,2004,joven,0,0,0,0
5570,12607411,2004,joven,0,0,0,0
5570,12702768,2004,joven,0,0,0,0
5570,12716623,2004,joven,0,0,0,0
5570,13000845,2004,joven,0,0,0,0
5570,13487311,2004,joven,0,0,0,0
5570,13509231,2004,joven,0,0,0,0
5570,13728078,2004,joven,0,0,0,0
5570,16823808,2004,joven,0,0,0,0
5570,17205807,2004,joven,0,0,0,0
5570,17413314,2004,joven,0,0,0,0
5570,18915858,2004,joven,0,0,0,0
5570,20893498,2004,joven,0,0,0,0
5570,20976324,2004,joven,0,0,0,0
5570,21139766,2004,joven,0,0,0,0
5570,21167367,2004,joven,0,0,0,0
5570,21579637,2004,joven,0,0,0,0
5570,21707876,2004,joven,0,0,0,0
5570,21870543,2004,joven,0,0,0,0
5570,23375972,2004,joven,0,0,0,0
5570,24608750,2004,joven,0,0,0,0
5570,13114,2005,joven,0,0,0,0
5570,35030,2005,joven,0,0,0,0
5570,114654,2005,joven,0,0,0,0
5570,222343,2005,joven,0,0,0,0
5570,226375,2005,joven,0,0,0,0
5570,254080,2005,joven,0,0,0,0
5570,406171,2005,joven,0,0,0,0
5570,534777,2005,joven,0,0,0,0
5570,545453,2005,joven,0,0,0,0
5570,547978,2005,joven,0,0,0,0
5570,606031,2005,joven,0,0,0,0
5570,663828,2005,joven,0,0,0,0
5570,689830,2005,joven,0,0,0,0
5570,775382,2005,joven,0,0,0,0
5570,807437,2005,joven,0,0,0,0
5570,807438,2005,joven,0,0,0,0
5570,843204,2005,joven,0,0,0,0
5570,898523,2005,joven,0,0,0,0
5570,927784,2005,joven,0,0,0,0
5570,933227,2005,joven,0,0,0,0
5570,943721,2005,joven,0,0,0,0
5570,958831,2005,joven,0,0,0,0
5570,1109869,2005,joven,0,0,0,0
5570,1119773,2005,joven,0,0,0,0
5570,1122180,2005,joven,0,0,0,0
5570,1268625,2005,joven,0,0,0,0
