RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
5814,3,2020,214946,6.650000095367432,10,SI,NO
5670,3,2020,2503029,5.980000019073486,30,NO,SI
5814,3,2020,3670958,5.679999828338623,80,NO,NO
5814,3,2020,4132539,6.579999923706055,20,NO,SI
5814,3,2020,7212492,6.150000095367432,50,NO,NO
5814,3,2020,8434885,6.230000019073486,40,NO,NO
5814,3,2020,8779316,6.800000190734863,10,SI,NO
19981,3,2020,9188971,6.199999809265137,80,NO,NO
5814,3,2020,9403782,6.900000095367432,10,SI,NO
5814,3,2020,10071519,6.28000020980835,30,NO,SI
5814,3,2020,10439740,5.929999828338623,60,NO,NO
5814,3,2020,10772652,6.150000095367432,50,NO,NO
5814,3,2020,11677000,5.579999923706055,90,NO,NO
5814,3,2020,11856885,5.5,100,NO,NO
5814,3,2020,12130076,6.53000020980835,20,NO,SI
5814,3,2020,12370781,6.679999828338623,10,SI,NO
5814,3,2020,12490672,6.579999923706055,20,NO,SI
5814,3,2020,12642981,6.230000019073486,40,NO,NO
20091,4,2020,13492457,6.650000095367432,20,NO,SI
5814,3,2020,14461740,6.130000114440918,50,NO,NO
5814,3,2020,17396856,6.079999923706055,50,NO,NO
16427,3,2020,17980957,5.699999809265137,80,NO,NO
5814,3,2020,18379239,6.25,40,NO,NO
5814,3,2020,18585323,6.53000020980835,20,NO,SI
5814,3,2020,18659682,6.199999809265137,40,NO,NO
1919,3,2020,18921411,6.400000095367432,60,NO,NO
5814,3,2020,21076068,5.880000114440918,70,NO,NO
5814,3,2020,22631007,6.400000095367432,30,NO,SI
5814,3,2020,24185344,6.380000114440918,30,NO,SI
5666,3,2020,24288894,5.880000114440918,50,NO,NO
5814,3,2020,1475892,5.53000020980835,90,NO,NO
5814,3,2020,1548511,6.599999904632568,20,NO,SI
5814,3,2020,2222920,6.300000190734863,30,NO,SI
5814,3,2020,2395568,6.25,40,NO,NO
5814,3,2020,3298565,6.28000020980835,30,NO,SI
19983,3,2020,3376351,6.130000114440918,20,NO,SI
5816,3,2020,4047064,6.150000095367432,40,NO,NO
5814,3,2020,4575965,5.579999923706055,90,NO,NO
5814,3,2020,5485920,6.179999828338623,50,NO,NO
5814,3,2020,6746188,6.28000020980835,30,NO,SI
5569,2,2020,6874157,5.099999904632568,100,NO,NO
