RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
24761,4,2020,14814509,5.5,80,NO,NO
25190,4,2020,15611415,5.03000020980835,90,NO,NO
24761,4,2019,15293496,6.730000019073486,10,SI,NO
25190,4,2019,18030235,5.570000171661377,20,NO,SI
25054,4,2019,22813272,6.550000190734863,20,NO,SI
25190,4,2018,2197335,5.099999904632568,50,NO,NO
8883,4,2018,3364663,6,10,SI,NO
24832,4,2018,5780237,5.369999885559082,40,NO,NO
25114,3,2018,22191716,5.980000019073486,10,SI,NO
24832,4,2017,3022148,5.630000114440918,20,NO,SI
8883,4,2017,5452487,5.599999904632568,10,NO,SI
25190,4,2017,10682844,4.900000095367432,70,NO,NO
25190,4,2017,16108295,5.699999809265137,20,NO,SI
25190,4,2017,16200397,5.099999904632568,60,NO,NO
25514,1,2017,19996634,5.929999828338623,10,SI,SI
25190,4,2016,1781051,4.53000020980835,90,NO,NO
31047,4,2013,2935885,4.599999904632568,90,NO,NO
8883,4,2009,3436343,5.099999904632568,60,NO,NO
24832,4,2011,3767335,5.099999904632568,60,NO,NO
9006,1,2012,4009995,5.5,20,NO,SI
24832,4,2016,5162954,4.900000095367432,70,NO,NO
25190,4,2012,5685240,5.599999904632568,10,NO,SI
25190,4,2015,7063586,5.300000190734863,30,NO,SI
25190,4,2012,7313302,5,50,NO,NO
24832,4,2010,7859383,6.300000190734863,10,NO,SI
25190,4,2016,8198031,5.170000076293945,40,NO,NO
25190,4,2015,9029341,5.070000171661377,50,NO,NO
25190,4,2016,9112851,5.03000020980835,50,NO,NO
24933,4,2013,11727653,4.929999828338623,70,NO,NO
24896,4,2016,14242816,5.050000190734863,50,NO,NO
25190,4,2010,15417386,5.199999809265137,30,NO,SI
22475,3,2015,16550842,5.650000095367432,20,NO,SI
24832,4,2009,17806553,5.730000019073486,20,NO,SI
22296,3,2015,18816446,4.869999885559082,70,NO,NO
25190,4,2016,19443780,5.199999809265137,30,NO,SI
24896,4,2009,20809761,4.769999980926514,60,NO,NO
