RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8485,2,2020,4758522,5.78000020980835,90,NO,NO
8761,4,2020,5658574,6.099999904632568,60,NO,NO
8761,4,2020,5972170,6.75,20,NO,SI
8761,4,2020,6439649,5.900000095367432,80,NO,NO
8761,4,2020,6844160,6.199999809265137,60,NO,NO
4686,4,2020,11289049,6.179999828338623,50,NO,NO
1780,4,2020,12721250,6.599999904632568,10,SI,NO
8761,4,2020,12979466,5.380000114440918,100,NO,NO
9244,4,2020,13318337,5.130000114440918,100,NO,NO
8761,4,2020,15357818,6.349999904632568,50,NO,NO
24908,4,2020,16609853,6.199999809265137,60,NO,NO
8761,4,2020,17034772,6.480000019073486,30,NO,SI
8761,4,2020,18641959,6.480000019073486,30,NO,SI
8761,4,2020,19042894,6.929999828338623,10,SI,NO
8761,4,2020,19329299,5.679999828338623,90,NO,NO
8761,4,2020,19492731,5.630000114440918,90,NO,NO
8761,4,2020,20205543,6.78000020980835,10,SI,NO
8761,4,2020,20721786,6.78000020980835,10,SI,NO
8854,3,2020,21518878,5.929999828338623,40,NO,NO
8761,4,2020,21746555,6.199999809265137,60,NO,NO
8761,4,2020,22689680,6.829999923706055,10,SI,NO
8761,4,2020,23139720,5.800000190734863,80,NO,NO
8761,4,2020,53164,6.400000095367432,40,NO,NO
8761,4,2020,190142,5.829999923706055,80,NO,NO
8761,4,2020,1264569,5.980000019073486,70,NO,NO
8761,4,2020,7382712,6.579999923706055,30,NO,SI
8761,4,2020,9101273,6.730000019073486,20,NO,SI
25478,4,2020,13175103,6.800000190734863,10,SI,NO
9267,4,2020,13338921,6.679999828338623,20,NO,SI
8930,1,2020,13565662,6.78000020980835,10,SI,NO
8761,4,2020,15149563,5.329999923706055,100,NO,NO
25950,3,2020,18136330,5.53000020980835,40,NO,NO
8761,4,2020,18491649,6.480000019073486,30,NO,SI
8761,4,2020,18824212,6.929999828338623,10,SI,NO
8761,4,2020,20672173,6.099999904632568,60,NO,NO
8761,4,2020,20935996,6.230000019073486,50,NO,NO
8761,4,2020,21396902,5.929999828338623,70,NO,NO
8761,4,2020,22629004,5.599999904632568,90,NO,NO
8761,4,2020,22797283,6.179999828338623,60,NO,NO
8761,4,2020,22842668,6.28000020980835,50,NO,NO
8761,4,2020,24475807,6.849999904632568,10,SI,NO
8761,4,2020,24781572,5.949999809265137,70,NO,NO
8761,4,2020,24838009,6.480000019073486,30,NO,SI
8761,4,2020,1520093,6.380000114440918,50,NO,NO
8761,4,2020,3725398,6.480000019073486,30,NO,SI
8761,4,2020,4595325,6.03000020980835,70,NO,NO
8761,4,2020,5544314,6.199999809265137,60,NO,NO
8761,4,2020,5909516,5.900000095367432,80,NO,NO
8761,4,2020,6020786,6.699999809265137,20,NO,SI
8761,4,2020,7241119,5.480000019073486,100,NO,NO
8761,4,2020,10469554,6.699999809265137,20,NO,SI
8761,4,2020,11060025,6.150000095367432,60,NO,NO
8761,4,2020,12278840,6.949999809265137,10,SI,NO
9292,1,2020,14139498,5.079999923706055,80,NO,NO
8761,4,2020,14403541,6.730000019073486,20,NO,SI
8761,4,2020,14850098,6.300000190734863,50,NO,NO
8761,4,2020,16909562,5.699999809265137,80,NO,NO
8761,4,2020,17609036,6.550000190734863,30,NO,SI
8761,4,2020,19518553,5.550000190734863,90,NO,NO
8761,4,2020,19627651,5.75,80,NO,NO
22144,4,2020,20453629,6.599999904632568,40,NO,NO
8761,4,2020,21728684,5.949999809265137,70,NO,NO
8761,4,2020,24423746,6.650000095367432,20,NO,SI
8761,4,2020,24512241,6.480000019073486,30,NO,SI
8761,4,2020,24926095,6.599999904632568,30,NO,SI
8761,4,2020,24942807,6.300000190734863,50,NO,NO
8761,4,2020,2346460,6.78000020980835,10,SI,NO
8761,4,2020,4189181,6.480000019073486,30,NO,SI
8761,4,2020,6847672,5.980000019073486,70,NO,NO
8761,4,2020,8923717,5.929999828338623,70,NO,NO
8761,4,2020,9156110,6.730000019073486,20,NO,SI
8761,4,2020,9779406,6.480000019073486,30,NO,SI
8761,4,2020,10465441,5.78000020980835,80,NO,NO
8761,4,2020,11809804,6.5,30,NO,SI
8761,4,2020,11879729,6.03000020980835,70,NO,NO
