RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
24896,4,2020,6068702,6.230000019073486,10,SI,NO
31163,3,2020,16914848,5.869999885559082,10,SI,NO
31047,4,2019,2697613,5.300000190734863,90,NO,NO
25054,4,2018,11290849,6.300000190734863,40,NO,NO
25190,4,2017,10078280,5.170000076293945,50,NO,NO
25190,4,2016,1915842,5.829999923706055,10,NO,SI
24832,4,2015,4143019,5.550000190734863,40,NO,NO
24832,4,2012,7007695,5.730000019073486,20,NO,SI
8839,2,2015,12019161,5,50,NO,NO
8883,4,2010,17351824,5.329999923706055,40,NO,NO
25054,4,2015,18623366,7,10,NO,SI
10604,3,2013,22023770,5.300000190734863,30,NO,SI
14628,4,2010,23308359,6.699999809265137,10,NO,SI
