RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
9046,20445393,2004,joven,0,0,0,0
9046,409920,2005,joven,0,0,0,0
9046,524846,2005,joven,0,0,0,0
9046,828272,2005,joven,0,0,0,0
9046,932532,2005,joven,0,0,0,0
9046,1043121,2005,joven,0,0,0,0
9046,1112448,2005,joven,0,0,0,0
9046,1210528,2005,joven,0,0,0,0
9046,1412933,2005,joven,0,0,0,0
9046,1782793,2005,joven,0,0,0,0
9046,2091109,2005,joven,0,0,0,0
9046,2110784,2005,joven,0,0,0,0
9046,2221103,2005,joven,0,0,0,0
9046,2616996,2005,joven,0,0,0,0
9046,2801885,2005,joven,0,0,0,0
9046,2937571,2005,joven,0,0,0,0
9046,3044004,2005,joven,0,0,0,0
9046,3079252,2005,joven,0,0,0,0
9046,3290416,2005,joven,0,0,0,0
9046,3411146,2005,joven,0,0,0,0
9046,3786970,2005,joven,0,0,0,0
9046,3912731,2005,joven,0,0,0,0
9046,3925330,2005,joven,0,0,0,0
9046,4111402,2005,joven,0,0,0,0
9046,4317337,2005,joven,0,0,0,0
9046,4485812,2005,joven,0,0,0,0
9046,5214186,2005,joven,0,0,0,0
9046,5321791,2005,joven,0,0,0,0
9046,5372159,2005,joven,0,0,0,0
9046,5550908,2005,joven,0,0,0,0
9046,5584461,2005,joven,0,0,0,0
9046,5591937,2005,joven,0,0,0,0
9046,5818687,2005,joven,0,0,0,0
9046,6041418,2005,joven,0,0,0,0
9046,6684105,2005,joven,0,0,0,0
9046,7041159,2005,joven,0,0,0,0
9046,7105052,2005,joven,0,0,0,0
9046,7108352,2005,joven,0,0,0,0
9046,7667580,2005,joven,0,0,0,0
9046,7758575,2005,joven,0,0,0,0
9046,7849136,2005,joven,0,0,0,0
9046,8002174,2005,joven,0,0,0,0
9046,8093381,2005,joven,0,0,0,0
9046,8112153,2005,joven,0,0,0,0
9046,8370850,2005,joven,0,0,0,0
9046,8510214,2005,joven,0,0,0,0
9046,8592285,2005,joven,0,0,0,0
9046,8777681,2005,joven,0,0,0,0
9046,8817258,2005,joven,0,0,0,0
9046,9124319,2005,joven,0,0,0,0
