RBD	NOMBRE	COMUNA
9073	LICEO CARMELA SILVA DONOSO	ÑUÑOA
9074	LICEO JOSE TORIBIO MEDINA	ÑUÑOA
9075	COMPLEJO EDUC. JOAQUIN EDWARDS BELLO.	MACUL
9077	COMPLEJO EDUC.MUN. BRIGIDA  WALKER.	ÑUÑOA
9078	LICEO LENKA FRANULIC	ÑUÑOA
9082	COL TEC PROFESIONAL REPUBLICA ARGENTINA	ÑUÑOA
9083	ESCUELA DIFERENCIAL MUNICIPAL AMAPOLAS	ÑUÑOA
9084	ESC.PRESIDENTE EDUARDO FREI MONTALVA	ÑUÑOA
9085	ESCUELA JOSE BERNARDO SUAREZ	MACUL
9086	ESCUELA AURORA DE CHILE	ÑUÑOA
9087	CENTRO EDUC. VALLE HERMOSO	PEÑALOLÉN
9088	LICEO ANTONIO HERMIDA FABRES	PEÑALOLÉN
9089	ESCUELA BÁSICA JOSÉ TORIBIO MEDINA	ÑUÑOA
9090	ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU	MACUL
9091	ESCUELA REPUBLICA DE FRANCIA	ÑUÑOA
9092	ESCUELA BASICA MUNICIPALIZADA DE MACUL	MACUL
9094	ESCUELA BASICA JOSE PEDRO ALESSANDRI	MACUL
9097	ESCUELA REPUBLICA DE COSTA RICA	ÑUÑOA
9098	LICEO JUAN BAUTISTA PASTEN	PEÑALOLÉN
9099	ESCUELA MANUEL GUZMAN MATURANA	PEÑALOLÉN
9100	LICEO REPUBLICA DE SIRIA	ÑUÑOA
9102	ESCUELA GUILLERMO ZANARTU IRIGOYEN	ÑUÑOA
9103	ESCUELA UNION NACIONAL ARABE	PEÑALOLÉN
9104	ESCUELA VILLA MACUL	MACUL
9105	CENTRO EDUCACIONAL EDUARDO DE LA BARRA	PEÑALOLÉN
9106	CENTRO EDUCACION MARIANO EGANA	PEÑALOLÉN
9107	LICEO ERASMO ESCALA ARRIAGADA	PEÑALOLÉN
9108	ESCUELA JAIME EYZAGUIRRE	MACUL
9110	ESCUELA CARLOS FERNANDEZ PENA	PEÑALOLÉN
9111	ESCUELA LUIS  ARRIETA CANAS	PEÑALOLÉN
9116	LICEO MUNICIPALIZADO MANUEL ROJAS	MACUL
9117	COLEGIO BICENTENARIO MATILDE HUICI NAVAS	PEÑALOLÉN
9119	CENTRO EDUCACIONAL VICUNA MACKENNA DE MACUL	MACUL
9120	ESCUELA ENRIQUE MOLINA GARMENDIA	MACUL
9121	ESCUELA TOBALABA	PEÑALOLÉN
9122	ESCUELA JULIO MONTT SALAMANCA	MACUL
9124	ESCUELA LUIS GREGORIO OSSA	PEÑALOLÉN
9125	ESCUELA BASICA	MACUL
9127	COLEGIO LIKANKURA DE PEÑALOLÉN	PEÑALOLÉN
9128	ESCUELA DE ED.DIFERENCIAL HELLEN KELLER	ÑUÑOA
9131	ESCUELA JUAN MOYA MORALES	ÑUÑOA
9135	COLEGIO APOSTOL SAN PEDRO	ÑUÑOA
9137	ESCUELA PARTICULAR ESPECIAL CEINTRALE	ÑUÑOA
9140	ESCUELA PARTICULAR SANTA VICTORIA	PEÑALOLÉN
9142	ESCUELA BASICA PARTICULAR LOS HUSARES	MACUL
9144	ESCUELA BASICA MARTINEZ DE ROZAS	PEÑALOLÉN
9145	ESCUELA PARTICULAR MANUEL ANTONIO MATTA	ÑUÑOA
9146	ESCUELA PARTICULAR CARMEN ARRIARAN	ÑUÑOA
9147	COLEGIO PARTICULAR N 1 DE NUNOA	ÑUÑOA
9149	CENTRO EDUCACIONAL JULIO VERNE	MACUL
9150	ESCUELA PARTICULAR REGINA MUNDI	MACUL
9151	COLEGIO SANTA MARGARITA DE ESCOCIA	ÑUÑOA
9152	INSTITUTO DE EDUCACION MODERNA	ÑUÑOA
9153	CENTRO DE CAPACITACIÓN LABORAL PARA DEFICIENTES MENTALES	ÑUÑOA
9155	ESCUELA PART EL PROGRESO LUZ Y ESPERANZA	PEÑALOLÉN
9156	ESCUELA BAS. RENACIMIENTO N_ 1	ÑUÑOA
9158	COLEGIO PARTICULAR SAN FERNANDO	PEÑALOLÉN
9159	INST. POLITEC. PROF. GUILLERMO GONZALEZ HEINR	ÑUÑOA
9161	ESCUELA DE PARVULOS REINA DE LA PAZ	MACUL
9162	ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR	MACUL
9164	LICEO POLITEC.PARTICULAR CARMEN ARRIARAN	PEÑALOLÉN
9165	ESCUELA BAS. N_ 850 SANTA SOFIA	PEÑALOLÉN
9168	COLEGIO LIBERTADOR SIMON BOLIVAR	MACUL
9171	ESCUELA SAN JOSE OBRERO	PEÑALOLÉN
9172	COLEGIO POLIV. ROCKET COLLEGE	MACUL
9173	COLEGIO PADRE HURTADO DE MACUL	MACUL
9175	ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL	PEÑALOLÉN
9177	LICEO COMERCIAL PARTICULAR ÑUÑOA	ÑUÑOA
9179	COLEGIO SANTA MARTA	ÑUÑOA
9180	ESCUELA PARTICULAR LUMEN VIAE	PEÑALOLÉN
9182	COLEGIO POLIVALENTE YORK	PEÑALOLÉN
9183	ESC.PARA SORDOS DR. OTTE GABLER	SAN JOAQUÍN
9184	COLEGIO PRECIOSA SANGRE	ÑUÑOA
9185	LICEO SALESIANO CAMILO ORTUZAR MONTT	MACUL
9187	ESC. PART. MARTA BRUNET	MACUL
9189	TALLER DIFER.DOCTOR ALFONSO ASENJO G.	ÑUÑOA
9190	ESCUELA PARTICULAR COLEGIO CEDI	MACUL
9194	CENTRO EDUC PROFES GMO GONZALEZ HEINRICH	ÑUÑOA
9197	ESCUELA PARTICULAR WELCOME SCHOOL	PEÑALOLÉN
9200	COLEGIO PARTICULAR JORGE PRIETO LETELIER	PEÑALOLÉN
9201	ESCUELA PARTICULAR SANTIAGO DE CHILE	PEÑALOLÉN
9204	ESCUELA PARTICULAR ESPECIAL PENALOLEN	PEÑALOLÉN
9205	ESCUELA PARTICULAR THE NEW SCHOOL	MACUL
9206	COLEGIO PARTICULAR NUMERO DOS DE NUÑOA	ÑUÑOA
9208	COMPLEJO EDUCACIONAL ESPERANZA	MACUL
9209	ESCUELA PARTICULAR SAN JUAN BAUTISTA	ÑUÑOA
9212	ESCUELA PARTICULAR INST.P.DE VALDIVIA	MACUL
9213	"COLEGIO	 CENTRO EDUC.AMERICO VESPUCIO"	PEÑALOLÉN
9216	COLEGIO SUIZO DE SANTIAGO	ÑUÑOA
9217	COLEGIO AKROS	ÑUÑOA
9218	ESCUELA DE PARAVULOS N°1126 CEDI	MACUL
9221	COLEGIO ALTAMIRA	PEÑALOLÉN
9225	ESCUELA DE PARVULOS ANA MARIA	ÑUÑOA
9228	INSTITUTO PABLO NERUDA	ÑUÑOA
9230	COLEGIO ISABEL LA CATOLICA	ÑUÑOA
9231	ESCUELA DE PARVULOS N°1224 RENASCENCE	ÑUÑOA
9237	INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT	LO BARNECHEA
9239	COLEGIO FRANCISCO DE MIRANDA	PEÑALOLÉN
9240	ESCUELA ESPECIAL N°649 MIGUEL ARCANGEL	ÑUÑOA
9242	ESCUELA DE PARVULOS HEINRICH HIGH SCHOOL	ÑUÑOA
9244	FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME	PEÑALOLÉN
9245	ESCUELA DE PARVULOS PAUCAR	MACUL
9246	COLEGIO SAN AGUSTIN	ÑUÑOA
9249	COLEGIO SAINT GASPAR COLLEGE	ÑUÑOA
9250	COLEGIO CALASANZ	ÑUÑOA
9259	COLEGIO MANQUECURA ÑUÑOA	ÑUÑOA
9262	ESCUELA DE PARVULOS N°1211 JARDIN INFANTIL MUSICAL DON OSITO	ÑUÑOA
9263	COLEGIO SANTA GEMA GALGANI	ÑUÑOA
9267	LICEO EXPERIMENTAL MANUEL DE SALAS	ÑUÑOA
9268	ESCUELA BÁSICA Nº520 FLORENCE NIGHTINGALE	MACUL
9270	COLEGIO VICTOR DOMINGO SILVA	ÑUÑOA
9271	COLEGIO THE KENT SCHOOL	PROVIDENCIA
9275	ESCUELA BASICA RAILEN	PROVIDENCIA
9276	COLEGIO UNIVERSITARIO EL SALVADOR	ÑUÑOA
9277	COLEGIO SAN MARCOS	MACUL
9278	COLEGIO INSTITUTO SANTA MARIA	ÑUÑOA
9281	LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUNA MACKENNA	LA FLORIDA
9282	ESCUELA GUARDIAMARINA ERNESTO RIQUELME	LA FLORIDA
9283	ESCUELA BELLAVISTA	LA FLORIDA
9284	ESCUELA ELSA SANTIBANEZ	LA FLORIDA
9285	ESCUELA MARCELA PAZ	LA FLORIDA
9287	ESCUELA REPUBLICA DOMINICANA	LA FLORIDA
9288	LICEO NUEVO AMANECER	LA FLORIDA
9289	ESCUELA LAS ARAUCARIAS	LA FLORIDA
9290	ESCUELA SOTERO DEL RIO	LA FLORIDA
9291	ESCUELA AREAS VERDES	LA FLORIDA
9292	COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE	LA FLORIDA
9293	LICEO POLIVALENTE LOS ALMENDROS	LA FLORIDA
9294	LICEO ANDRES BELLO	LA FLORIDA
9295	ESCUELA JOSE ALVO ABVUAF	LA FLORIDA
9296	ESCUELA LAS LILAS	LA FLORIDA
9297	ESCUELA CATALUNA	LA FLORIDA
9298	LICEO INDIRA GANDHI	LA FLORIDA
9299	ESCUELA SANTA IRENE	LA FLORIDA
9302	ESCUELA LO CANAS	LA FLORIDA
9303	ESCUELA VILLAS UNIDAS	LA FLORIDA
9304	ESCUELA LOS CEREZOS	LA FLORIDA
9306	ESCUELA LOS QUILLAYES	LA FLORIDA
9307	ESCUELA  OSCAR CASTRO	LA FLORIDA
9308	ESCUELA PARTICULAR UNIDAD DIVINA	LA FLORIDA
9311	COLEGIO PARTICULAR ISLA WELLINGTON	LA FLORIDA
9312	CHILEAN EAGLES COLLEGE - LA FLORIDA	LA FLORIDA
9317	INSTITUTO LA SALLE	LA FLORIDA
9318	COLEGIO MAURICIO RUGENDAS	LA FLORIDA
9323	ESCUELA PARTICULAR ESPECIAL JEAN PIAGET	LA FLORIDA
9324	ESCUELA PARTICULAR MSR.DIEGO ROSALES	LA FLORIDA
9326	ESCUELA PARTICULAR PRESIDENTE LINCOLN	LA FLORIDA
9327	COLEGIO LA FLORIDA	LA FLORIDA
9328	COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA	LA FLORIDA
9330	COLEGIO ALAIN DE LA FLORIDA	LA FLORIDA
9331	COLEGIO PARTICULAR THE GARDEN SCHOOL	LA FLORIDA
9332	COLEGIO SANTA PATRICIA DE LA FLORIDA	LA FLORIDA
9333	ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR	LA FLORIDA
9334	COLEGIO PORTALES	LA FLORIDA
9335	ESCUELA PARTICULAR LOS COPIHUES	LA FLORIDA
9337	ESCUELA PARTICULAR LORD TOMAS COCHRANE	LA FLORIDA
9338	COLEGIO BERTRAND RUSSEL	LA FLORIDA
9339	ESCUELA Y COLEGIO POLITECNICO LOS HEROES	LA FLORIDA
9340	COLEGIO SANTA MARIA	LA FLORIDA
9341	ESCUELA PART. JOHN PAUL SCHOOL	LA FLORIDA
9342	ESCUELA PARTICULAR LAURA ELGUETA	LA FLORIDA
9345	ESCUELA PARTICULAR LOS CASTANOS	LA FLORIDA
9347	CENTRO EDUCACIONAL LA FLORIDA	LA FLORIDA
9348	ESCUELA PARTICULAR ESPECIAL NUEVO RUMBO	LA FLORIDA
9349	ESCUELA PARTICULAR EL SANTO ROSARIO	LA FLORIDA
9350	ESCUELA PARTICULAR LA ESTRELLA	LA FLORIDA
9351	ESCUELA COLEGIO LAANTARO	LA FLORIDA
9356	COLEGIO PARTICULAR SAN FRANCISCO DE ASIS	LA FLORIDA
9357	ESCUELA BAS. Y ESPECIAL ANDRES REY	LA FLORIDA
9358	ESC. PART. SAINT GERMAINE SCHOOL	LA FLORIDA
9362	COLEGIO PARTICULAR LA CONCEPCION	LA FLORIDA
9363	ESC. PART. RAFAEL SOTOMAYOR B.	LA FLORIDA
9366	ESCUELA BASICA PARTICULAR PAICAVI  NUM 1	LA FLORIDA
9368	ESCUELA PARTICULAR PAPA JUAN PABLO II	LA FLORIDA
9369	ESCUELA PARTICULAR ROSARIO CONCHA	LA FLORIDA
9372	COLEGIO LICARAYEN	LA FLORIDA
9373	BERNADETTE COLLEGE	LA FLORIDA
9375	CENTRO EDUCACIONAL LONDON	LA FLORIDA
9376	ESCUELA ESPECIAL INST.VICUNA MACKENNA	LA FLORIDA
9377	COLEGIO POLIV. VICENTE VALDES	LA FLORIDA
9380	LICEO SAN JOSE DE LA ESTRELLA	LA FLORIDA
9382	ESCUELA BASICA NEWEN	LA FLORIDA
9383	ESCUELA PARTICULAR VALLE VERDE	LA FLORIDA
9385	COLEGIO LE MONDE	LA FLORIDA
9393	ESCUELA DE PARVULOS N°1136 THE RED GARDEN	LA FLORIDA
9396	COLEGIO SANTA CECILIA DE LA FLORIDA	LA FLORIDA
9402	LICEO LUIS GALECIO CORVERA	SAN MIGUEL
9405	LICEO BETSABE HORMAZABAL DE ALARCON	SAN MIGUEL
9406	LICEO ANDRES BELLO	SAN MIGUEL
9407	ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO	SAN MIGUEL
9408	LICEO BICENTENARIO POLITECNICO SAN JOAQUIN	SAN JOAQUÍN
9409	LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99)	SAN MIGUEL
9410	ESCUELA  CONSOLIDADA DAVILA	PEDRO AGUIRRE CERDA
9411	CENTRO EDUCACIONAL HORACIO ARAVENA A.	SAN JOAQUÍN
9412	ESC. BAS. GABRIELA MISTRAL DE SAN MIGUEL	SAN MIGUEL
9413	ESCUELA GENERAL BASICA SANTA FE	SAN MIGUEL
9414	COLEGIO CIUDAD DE FRANKFORT	SAN JOAQUÍN
9415	ESCUELA TERRITORIO ANTARTICO	SAN MIGUEL
9416	ESCUELA POETAS DE CHILE	PEDRO AGUIRRE CERDA
9418	ESCUELA LA VICTORIA	PEDRO AGUIRRE CERDA
9419	LICEO MUNICIPAL ENRIQUE BACKAUSSE	PEDRO AGUIRRE CERDA
9421	LICEO MUNICIPAL SAN JOAQUIN	SAN JOAQUÍN
9422	ESCUELA CENTRO EDUC. REP. MEXICANA	PEDRO AGUIRRE CERDA
9423	ESCUELA POETA GONZALO ROJAS	PEDRO AGUIRRE CERDA
9424	ESCUELA BASICA FRAY CAMILO HENRIQUEZ	SAN JOAQUÍN
9426	ESCUELA LLANO SUBERCASEAUX	SAN MIGUEL
9428	ESCUELA BASICA RICARDO E. LATCHMAN	PEDRO AGUIRRE CERDA
9429	ESCUELA POETA VICTOR DOMINGO SILVA	SAN JOAQUÍN
9430	CENTRO EDUC. PROVINCIA DE ÑUBLE	SAN JOAQUÍN
9431	ESCUELA VILLA SAN MIGUEL	SAN MIGUEL
9433	ESCUELA BASICA MUNICIPAL	SAN MIGUEL
9437	ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII	SAN JOAQUÍN
9438	CENTRO EDUCACIONAL MUNICIPAL SAN JOAQUIN	SAN JOAQUÍN
9439	ESCUELA BASICA DIEGO PORTALES PALAZUELOS	SAN JOAQUÍN
9443	ESCUELA BAS. LOS HEROES DE YUNGAY	LA GRANJA
9444	ESCUELA ESPECIAL LOS CEDROS DEL LIBANO	SAN MIGUEL
9446	ESCUELA DE PARVULOS RAYITO DE LUZ	PEDRO AGUIRRE CERDA
9453	ESCUELA ESPECIAL CHILE BRASIL	SAN MIGUEL
9457	ESCUELA BÁSICA POETA NERUDA (EX-483)	SAN JOAQUÍN
9458	ESCUELA BOROA	PEDRO AGUIRRE CERDA
9459	ESCUELA ESPECIAL DE LISIADOS	SAN MIGUEL
9460	INST. REG. EDUC ADULTOS SAN MIGUEL	SAN MIGUEL
9461	ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA	SAN MIGUEL
9467	COLEGIO LA CASTRINA	SAN JOAQUÍN
9468	ESCUELA IND. SAN ANTONIO DE PADUA	SAN JOAQUÍN
9471	LICEO SAINT PATRICKS SCHOOL	SAN MIGUEL
9472	LICEO POLITECNICO SAN LUIS	SAN MIGUEL
9473	ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA	SAN MIGUEL
9474	INSTIT.POLIT.SAN MIGUEL ARCANGEL	SAN MIGUEL
9477	ESC. BASICA Y LICEO IND.SAINT LAWRENCE	SAN JOAQUÍN
9481	ESCUELA  E INSTITUTO DE MADRID	SAN MIGUEL
9483	ESC. TECNICA E INST. COMER. SAINT LAWRENCE	SAN JOAQUÍN
9484	COLEGIO SANTA ROSA	SAN MIGUEL
9485	ESCUELA PARTICULAR HANSEL Y GRETEL	SAN MIGUEL
9486	COLEGIO ESPIRITU SANTO DEL VERBO DIVINO	SAN JOAQUÍN
9487	ESCUELA INDUSTRIAL PART. LAUTARO	SAN MIGUEL
9489	LICEO COMERCIAL JAVIERA Y J L CARRERA N1	SAN MIGUEL
9490	ESCUELA PARTICULAR LUCILA GODOY	SAN MIGUEL
9499	ESCUELA HOGAR DE CIEGOS SANTA LUCIA	LA CISTERNA
9500	COLEGIO PART. NUESTRA SRA DEL HUERTO	SAN JOAQUÍN
9502	COLEGIO POLIV.ADVENTISTA SANTIAGO SUR	SAN JOAQUÍN
9503	ESCUELA PARTICULAR PIO DOCE	PEDRO AGUIRRE CERDA
9504	ESCUELA PARTICULAR Y COLEGIO CHILE	SAN MIGUEL
9505	ESCUELA PARTICULAR JOSE A.ALFONSO	PEDRO AGUIRRE CERDA
9506	ESC.BAS.PROFESORA AIDA RAMOS DIAZ	PEDRO AGUIRRE CERDA
9507	ESCUELA PARTICULAR LAURA VICUNA	SAN JOAQUÍN
9508	COLEGIO PARTICULAR POBL. ALESSANDRI	PEDRO AGUIRRE CERDA
9509	COLEGIO SUBERCASEAUX COLLEGE	SAN MIGUEL
9510	COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ	PEDRO AGUIRRE CERDA
9511	ESCUELA PARTICULAR GRAN AVENIDA	SAN MIGUEL
9512	ESCUELA BASICA PARTIC JACQUELINE KENNEDY	PEDRO AGUIRRE CERDA
9516	LICEO INDUSTRIAL DEL VERBO DIVINO	SAN JOAQUÍN
9517	COLEGIO CRISTIANO NATANAEL	SAN JOAQUÍN
9518	COLEGIO PARTICULAR PADRE FIDEL ABARCA	PEDRO AGUIRRE CERDA
9519	COLEGIO BICENTENARIO SANTO CURA DE ARS	SAN MIGUEL
9520	PRINCESS MARGARET COLLEGE	SAN MIGUEL
9524	ESCUELA BASICA PART. COLEGIO INGLES	SAN MIGUEL
9525	ESCUELA ROBERT BADEN POWELL SCHOOL	SAN JOAQUÍN
9526	ESCUELA BAS. ALFRED BINET SCHOOL	SAN MIGUEL
9527	ESCUELA PARTICULAR ECOLE NOEL	SAN MIGUEL
9528	ESCUELA PARTICULAR LA RAIZ Y LA ESPIGA	SAN MIGUEL
9531	ESCUELA PARTICULAR MIGUEL DAVILA	PEDRO AGUIRRE CERDA
9533	ESCUELA BASICA PARTICULAR RAINBOW SCHOOL	SAN JOAQUÍN
9534	COLEGIO SAN DAMIAN	LA FLORIDA
9536	ESCUELA PART.CENTRO EDUC.SANTA MONICA	SAN JOAQUÍN
9537	ESCUELA PARTICULAR DIVINA GABRIELA	PEDRO AGUIRRE CERDA
9539	ESC. BAS. N°221 SANTA CATALINA DE SAN MIGUEL	SAN MIGUEL
9540	ESCUELA PARTICULAR SAN CARLOS	PEDRO AGUIRRE CERDA
9543	ESCUELA PARTICULAR EL GRECO	PEDRO AGUIRRE CERDA
9544	ESCUELA PARTICULAR AMIGOS	PEDRO AGUIRRE CERDA
9547	ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE	SAN JOAQUÍN
9549	ESCUELA PART. FERNANDO DE ARAGON	SAN MIGUEL
9550	ESCUELA ESPECIAL PARTICULAR PAPELUCHO	SAN MIGUEL
9551	ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL	PEDRO AGUIRRE CERDA
9553	COLEGIO KING´S SCHOOL	SAN MIGUEL
9556	ESCUELA PARTICULAR MARQUEZ DE OVANDO	PEDRO AGUIRRE CERDA
9557	CENTRO ED.ESPECIAL MARIA MONTESSORI	SAN MIGUEL
9558	ESCUELA PARTICULAR ROCIO DE LOS ANGELES	PEDRO AGUIRRE CERDA
9564	COLEGIO PARROQUIAL SAN MIGUEL	SAN MIGUEL
9565	COLEGIO GENERAL ESTANISLAO DEL CANTO	LA FLORIDA
9566	COLEGIO CLARETIANO	SAN MIGUEL
9570	INSTITUTO MIGUEL LEON PRADO	SAN MIGUEL
9572	ESCUELA PARTICULAR JAVIERA CARRERA	SAN JOAQUÍN
9574	ESCUELA BASICA PARTICULAR CAMINITO	SAN BERNARDO
9579	LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED	SAN JOAQUÍN
9581	LICEO TECNICO A-100 DE SAN MIGUEL	SAN MIGUEL
9582	LICEO POLIVALENTE FRANCISCO FRIAS V.	LA GRANJA
9583	CENTRO EDUCACIONAL MUN.MARIANO LATORRE	LA PINTANA
9584	LICEO COMERCIAL VATE VICENTE HUIDOBRO	SAN RAMÓN
9585	LICEO DOCTOR ALEJANDRO DEL RIO	LA GRANJA
9586	LICEO MUNICIPALIZADO ARAUCANIA	SAN RAMÓN
9587	LICEO MALAQUIAS CONCHA	LA GRANJA
9588	ESCUELA BAS. TECNO SUR	LA GRANJA
9589	ESCUELA BASICA VENTURA MATURANA BARAHONA	LA GRANJA
9590	ESCUELA BELGICA	LA GRANJA
9591	LICEO N523	LA PINTANA
9592	ESCUELA BASICA SENDERO DEL SABER	SAN RAMÓN
9593	ESCUELA BASICA EDUCADORES DE CHILE	SAN RAMÓN
9595	ESCUELA CAPITAN AVALOS	LA PINTANA
9596	LICEO DOMINGO FAUSTINO SARMIENTO	SAN RAMÓN
9597	ESCUELA PABLO DE ROKHA	LA PINTANA
9598	ESCUELA MUNICIPAL VIOLETA PARRA	LA PINTANA
9599	LICEO MUNICIPAL PURKUYEN	SAN RAMÓN
9600	ESCUELA NANIHUE	SAN RAMÓN
9601	CENTRO EDUCACIONAL MUNICIPAL SAN RAMON	SAN RAMÓN
9602	COLEGIO NERUDA	LA PINTANA
9603	LICEO VILLA LA PINTANA	LA PINTANA
9604	LICEO MUNICIPALIZADO CENT.ED. LA PINTANA	LA PINTANA
9605	COLEGIO MUNICIPAL PROCERES DE CHILE	LA GRANJA
9606	ESCUELA BAS. LA ARAUCANIA	LA GRANJA
9607	ESCUELA DIFERENCIAL SANTA TERESITA DE LOS AND	LA GRANJA
9608	CENTRO EDUCACIONAL MIRADOR	SAN RAMÓN
9609	ESCUELA BAS. SANITAS	LA GRANJA
9610	ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA	LA GRANJA
9611	ESCUELA BASICA TUPAHUE	SAN RAMÓN
9612	ESCUELA BASICA ISLAS DE CHILE	LA GRANJA
9614	ESCUELA BASICA KARELMAPU	SAN RAMÓN
9616	LICEO VICTOR JARA	LA PINTANA
9617	LICEO MUNICIPAL LA GRANJA POETA NERUDA	LA GRANJA
9618	ESCUELA BAS. BENJAMIN SUBERCASEAUX	LA GRANJA
9620	ESCUELA BASICA JUAN DE DIOS ALDEA	LA PINTANA
9621	ESCUELA ALBERTO PAILLAO CATRILEO	LA PINTANA
9625	ESCUELA BASICA VILLA LA CULTURA	SAN RAMÓN
9626	ESCUELA BAS. REINA GUILLERMINA DE HOLANDA	LA GRANJA
9629	ESCUELA BASICA ALIVEN	SAN RAMÓN
9631	ESCUELA ESPECIAL DE ADULTOS	SAN RAMÓN
9634	COLEGIO MARISTA MARCELINO CHAMPAGNAT	LA PINTANA
9635	ESCUELA ESPECIAL PART. EDUCADORAS AGAZZI	LA GRANJA
9636	CHILEAN EAGLES COLLEGE-LA PINTANA	LA PINTANA
9637	COLEGIO CHRISTIAN GARDEN SCHOOL	LA GRANJA
9638	ESCUELA BÁSICA PADRE ESTEBAN GUMUCIO VIVES	LA GRANJA
9639	ESCUELA PARTICULAR EMA DIAZ SIERRA	SAN RAMÓN
9642	ESCUELA PARTICULAR TTE.DAGOBERTO GODOY	LA GRANJA
9643	INSTITUTO COMERCIAL EMA DIAZ SIERRA-DIUR	SAN RAMÓN
9646	COLEGIO POLIVALENTE FRANCISCO RAMIREZ	SAN RAMÓN
9647	LICEO BICENTENARIO SAN FRANCISCO	SAN RAMÓN
9648	ESCUELA PARTICULAR FRANCISCO DE MIRANDA	SAN RAMÓN
9653	ESCUELA BASICA PRESBITERIANA EL SALVADOR	LA GRANJA
9654	ESCUELA PARTICULAR FRANCISCO RAMIREZ	SAN RAMÓN
9655	ESCUELA PARTICULAR CLAUDIO MATTE	LA GRANJA
9656	ESCUELA PARTICULAR PDTE.JOSE J.PRIETO	LA PINTANA
9659	ESCUELA COLEGIO ALBERTO BLEST GANA	SAN RAMÓN
9660	ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO	SAN RAMÓN
9663	ESCUELA PARTICULAR ELSA RAMIREZ	SAN RAMÓN
9664	COLEGIO PARTICULAR PUERTO NAVARINO	LA PINTANA
9665	CENTRO EDUCACIONAL SANTA ROSA DEL SUR	LA PINTANA
9666	ESC. PART. CELESTIN FREINET	LA PINTANA
9667	ESC.PART. ESPECIAL NUESTRO MUNDO	SAN RAMÓN
9668	ESCUELA BASICA OSCAR SALINAS	LA PINTANA
9669	COLEGIO NUESTRO MUNDO	SAN RAMÓN
9673	ESCUELA PARTICULAR ARTURO MATTE LARRAIN	SAN RAMÓN
9674	ESCUELA BASICA ALAS DE AGUILA	SAN RAMÓN
9676	ESCUELA PARTICULAR SAN MARCELO	LA GRANJA
9680	COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1	LA PINTANA
9681	ESCUELA PARTICULAR ELLIOT COLLEGE	LA GRANJA
9684	COLEGIO SAN GREGORIO DE LA SALLE	LA GRANJA
9685	ESCUELA BASICA PARTIC ESTRELLA DE CHILE	LA GRANJA
9686	LICEO TÉCNICO CLOTARIO BLEST RIFFO	PEDRO AGUIRRE CERDA
9687	LICEO CHRISTA MC AULIFFE	EL BOSQUE
9688	LICEO JUAN GOMEZ MILLAS	EL BOSQUE
9690	CENTRO DUC.CARDENAL JOSE MARIA CARO	LO ESPEJO
9691	LICEO POLIVALENTE MINISTRO ABDON CIFUENTES ESPINOZA	LA CISTERNA
9693	LICEO POLITECNICO CIENCIA Y TECNOLOGIA	LA CISTERNA
9694	INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA	PEDRO AGUIRRE CERDA
9695	LICEO POLIVALENTE EUGENIO PEREIRA SALAS	PEDRO AGUIRRE CERDA
9697	LICEO POLIVALENTE	LO ESPEJO
9698	ESCUELA BASICA AVIADORES	EL BOSQUE
9699	COLEGIO NACIONES UNIDAS	LA CISTERNA
9700	COLEGIO PALESTINO	LA CISTERNA
9701	LICEO POLIVALENTE OLOF PALME	LA CISTERNA
9702	ESCUELA BASICA MARIO ARCE GATICA	EL BOSQUE
9703	ESCUELA ESPERANZA JOVEN	LA CISTERNA
9704	ESCUELA LO VALLEDOR	PEDRO AGUIRRE CERDA
9705	ESCUELA BASICA SALOMON SACK	LO ESPEJO
9706	ESCUELA BAS. OSCAR ENCALADA YOVANOVICH	LA CISTERNA
9707	ESCUELA CONQUISTANDO FUTURO	LO ESPEJO
9709	ESCUELA BLUE STAR COLLEGE	LO ESPEJO
9710	ESCUELA BASICA SANTA ADRIANA	LO ESPEJO
9713	COMPLEJO EDUCACIONAL FELIPE HERRERA LANE	EL BOSQUE
9714	ESCUELA BASICA JOSE MARTI	EL BOSQUE
