RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
8487,1205954,2004,joven,0,0,0,0
8487,1307016,2004,joven,0,0,0,0
8487,2061253,2004,joven,0,0,0,0
8487,5146452,2004,joven,0,0,0,0
8487,5538247,2004,joven,0,0,0,0
8487,6283581,2004,joven,0,0,0,0
8487,6297565,2004,joven,0,0,0,0
8487,6805755,2004,joven,0,0,0,0
8487,8506631,2004,joven,0,0,0,0
8487,13365083,2004,joven,0,0,0,0
8487,14143649,2004,joven,0,0,0,0
8487,14485506,2004,joven,0,0,0,0
8487,14959416,2004,joven,0,0,0,0
8487,17168831,2004,joven,0,0,0,0
8487,17454233,2004,joven,0,0,0,0
8487,18253857,2004,joven,0,0,0,0
8487,18752120,2004,joven,0,0,0,0
8487,24302723,2004,joven,0,0,0,0
8487,24146,2005,joven,0,0,0,0
8487,110189,2005,joven,0,0,0,0
8487,116070,2005,joven,0,0,0,0
8487,147117,2005,joven,0,0,0,0
8487,175605,2005,joven,0,0,0,0
8487,275235,2005,joven,0,0,0,0
8487,298077,2005,joven,0,0,0,0
8487,300512,2005,joven,0,0,0,0
8487,301685,2005,joven,0,0,0,0
8487,391664,2005,joven,0,0,0,0
8487,410290,2005,joven,0,0,0,0
8487,438608,2005,joven,0,0,0,0
8487,519712,2005,joven,0,0,0,0
8487,614308,2005,joven,0,0,0,0
8487,697641,2005,joven,0,0,0,0
8487,715982,2005,joven,0,0,0,0
8487,790224,2005,joven,0,0,0,0
8487,816145,2005,joven,0,0,0,0
8487,872777,2005,joven,0,0,0,0
8487,879291,2005,joven,0,0,0,0
8487,915093,2005,joven,0,0,0,0
8487,937287,2005,joven,0,0,0,0
8487,1023366,2005,joven,0,0,0,0
8487,1044751,2005,joven,0,0,0,0
8487,1165194,2005,joven,0,0,0,0
8487,1169086,2005,joven,0,0,0,0
8487,1256574,2005,joven,0,0,0,0
8487,1307534,2005,joven,0,0,0,0
8487,1478542,2005,joven,0,0,0,0
8487,1481739,2005,joven,0,0,0,0
8487,1496905,2005,joven,0,0,0,0
8487,1499851,2005,joven,0,0,0,0
8487,1652457,2005,joven,0,0,0,0
8487,1672380,2005,joven,0,0,0,0
