RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
25818,3,2020,659157,5.429999828338623,60,NO,NO
8928,1,2020,920288,5.679999828338623,50,NO,NO
8928,1,2020,923623,5.75,40,NO,NO
8928,1,2020,1545916,6.25,10,SI,NO
8928,1,2020,1620008,5.03000020980835,90,NO,NO
8928,1,2020,1662162,6.349999904632568,10,SI,NO
8928,1,2020,2031879,6.099999904632568,20,NO,SI
8928,1,2020,2215473,6.650000095367432,10,SI,NO
8928,1,2020,2316004,5.329999923706055,70,NO,NO
25818,3,2020,2572555,5.630000114440918,40,NO,NO
8928,1,2020,2738270,5.800000190734863,40,NO,NO
26027,3,2020,2760036,5.53000020980835,20,NO,SI
20310,3,2020,2858913,5.699999809265137,30,NO,SI
8928,1,2020,3321633,5.349999904632568,70,NO,NO
24896,4,2020,3382103,5.769999980926514,30,NO,SI
8928,1,2020,3824678,5.869999885559082,30,NO,SI
8928,1,2020,4007147,4.96999979019165,90,NO,NO
25818,3,2020,4561798,5.650000095367432,40,NO,NO
24840,4,2020,4656708,4.869999885559082,90,NO,NO
8928,1,2020,5007030,5.570000171661377,50,NO,NO
31167,3,2020,5456967,5.599999904632568,20,NO,SI
8928,1,2020,5597835,4.670000076293945,100,NO,NO
8928,1,2020,5701958,5.449999809265137,60,NO,NO
10460,1,2020,6043487,5.329999923706055,30,NO,SI
8928,1,2020,6260369,5.829999923706055,30,NO,SI
8928,1,2020,6336279,5.829999923706055,30,NO,SI
8928,1,2020,6354147,5.75,40,NO,NO
8553,2,2020,6698977,5.769999980926514,40,NO,NO
8928,1,2020,7452954,5.900000095367432,20,NO,SI
8928,1,2020,7759911,5.829999923706055,30,NO,SI
25057,4,2020,7792929,5.46999979019165,40,NO,NO
8928,1,2020,7891825,5.929999828338623,20,NO,SI
25818,3,2020,8617879,5.5,50,NO,NO
25818,3,2020,9170064,5.400000095367432,70,NO,NO
8928,1,2020,10038613,4.900000095367432,90,NO,NO
8928,1,2020,10210064,5.329999923706055,70,NO,NO
8928,1,2020,10416821,4.599999904632568,100,NO,NO
8928,1,2020,10650393,5.829999923706055,30,NO,SI
8928,1,2020,10666370,6.25,10,SI,NO
8928,1,2020,10841295,5.670000076293945,50,NO,NO
8928,1,2020,10958117,4.949999809265137,90,NO,NO
8928,1,2020,11045070,5.130000114440918,80,NO,NO
8928,1,2020,11052653,6.800000190734863,10,SI,NO
8928,1,2020,11346599,4.96999979019165,90,NO,NO
