RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
8926,2453569,2004,joven,0,0,0,0
8926,3127671,2004,joven,0,0,0,0
8926,3717421,2004,joven,0,0,0,0
8926,4483879,2004,joven,0,0,0,0
8926,7487231,2004,joven,0,0,0,0
8926,7987961,2004,joven,0,0,0,0
8926,8041517,2004,joven,0,0,0,0
8926,9646788,2004,joven,0,0,0,0
8926,15291769,2004,joven,0,0,0,0
8926,17108359,2004,joven,0,0,0,0
8926,18827003,2004,joven,0,0,0,0
8926,19532942,2004,joven,0,0,0,0
8926,20611862,2004,joven,0,0,0,0
8926,21041182,2004,joven,0,0,0,0
8926,21635229,2004,joven,0,0,0,0
8926,22050096,2004,joven,0,0,0,0
8926,22843916,2004,joven,0,0,0,0
8926,24528955,2004,joven,0,0,0,0
8926,24848929,2004,joven,0,0,0,0
8926,14007,2005,joven,0,0,0,0
8926,99549,2005,joven,0,0,0,0
8926,134327,2005,joven,0,0,0,0
8926,159921,2005,joven,0,0,0,0
8926,165209,2005,joven,0,0,0,0
8926,177557,2005,joven,0,0,0,0
8926,341909,2005,joven,0,0,0,0
8926,427119,2005,joven,0,0,0,0
8926,468746,2005,joven,0,0,0,0
8926,491154,2005,joven,0,0,0,0
8926,574523,2005,joven,0,0,0,0
8926,619242,2005,joven,0,0,0,0
8926,647087,2005,joven,0,0,0,0
8926,673129,2005,joven,0,0,0,0
8926,777672,2005,joven,0,0,0,0
8926,784885,2005,joven,0,0,0,0
8926,852220,2005,joven,0,0,0,0
8926,1159676,2005,joven,0,0,0,0
8926,1196477,2005,joven,0,0,0,0
8926,1301938,2005,joven,0,0,0,0
8926,1424339,2005,joven,0,0,0,0
8926,1440423,2005,joven,0,0,0,0
8926,1443841,2005,joven,0,0,0,0
8926,1506144,2005,joven,0,0,0,0
8926,1770074,2005,joven,0,0,0,0
8926,1839955,2005,joven,0,0,0,0
8926,1911564,2005,joven,0,0,0,0
8926,2009007,2005,joven,0,0,0,0
8926,2112416,2005,joven,0,0,0,0
8926,2121924,2005,joven,0,0,0,0
8926,2129289,2005,joven,0,0,0,0
8926,2159622,2005,joven,0,0,0,0
8926,2286536,2005,joven,0,0,0,0
8926,2463436,2005,joven,0,0,0,0
8926,2520051,2005,joven,0,0,0,0
8926,2533623,2005,joven,0,0,0,0
8926,2547701,2005,joven,0,0,0,0
8926,2919554,2005,joven,0,0,0,0
8926,2971592,2005,joven,0,0,0,0
8926,2981925,2005,joven,0,0,0,0
8926,3071172,2005,joven,0,0,0,0
8926,3082130,2005,joven,0,0,0,0
8926,3084789,2005,joven,0,0,0,0
8926,3096638,2005,joven,0,0,0,0
8926,3134170,2005,joven,0,0,0,0
8926,3167762,2005,joven,0,0,0,0
8926,3185764,2005,joven,0,0,0,0
8926,3317891,2005,joven,0,0,0,0
8926,3349443,2005,joven,0,0,0,0
8926,3480895,2005,joven,0,0,0,0
8926,3597851,2005,joven,0,0,0,0
8926,3698436,2005,joven,0,0,0,0
8926,3728445,2005,joven,0,0,0,0
8926,3772193,2005,joven,0,0,0,0
