RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8928,1,2020,1251828,5.980000019073486,20,NO,SI
9298,1,2020,1982025,5.630000114440918,30,NO,SI
31167,3,2020,2737435,5.730000019073486,20,NO,SI
31167,3,2020,3559586,5.050000190734863,60,NO,NO
8587,2,2020,3694359,6.400000095367432,20,NO,SI
25463,3,2020,4096459,5.929999828338623,20,NO,SI
24896,4,2020,5203226,6.699999809265137,10,SI,NO
25514,6,2020,5518471,5.449999809265137,30,NO,SI
25057,4,2020,5936178,5.53000020980835,40,NO,NO
25818,3,2020,6626431,5.449999809265137,60,NO,NO
9121,1,2020,9046838,5.800000190734863,20,NO,SI
25775,3,2020,12252852,5.599999904632568,20,NO,SI
4288,2,2020,12551014,5.53000020980835,10,SI,NO
11921,3,2020,19147260,5.880000114440918,30,NO,SI
25818,3,2020,20764342,5.849999904632568,30,NO,SI
8928,1,2020,21443737,5.800000190734863,40,NO,NO
8928,1,2019,1049936,5.769999980926514,20,NO,SI
25463,3,2019,1718821,4.96999979019165,80,NO,NO
25057,4,2019,2203139,4.929999828338623,70,NO,NO
0,0,2019,3547059,5.329999923706055,40,NO,NO
9288,1,2019,3561933,5.5,40,NO,NO
24896,4,2019,3590634,5.400000095367432,30,NO,SI
24933,4,2019,4001449,4.699999809265137,90,NO,NO
25514,6,2019,4444928,5.230000019073486,50,NO,NO
8928,1,2019,5192140,5.699999809265137,20,NO,SI
25057,4,2019,6789779,5.099999904632568,60,NO,NO
8492,2,2019,7026402,5.949999809265137,10,SI,NO
25818,3,2019,7077492,5.829999923706055,10,SI,NO
25463,3,2019,8180210,5.829999923706055,10,SI,NO
24911,3,2019,8954427,5.96999979019165,10,SI,NO
25057,4,2019,9148840,5.329999923706055,40,NO,NO
25463,3,2019,10561125,5.5,30,NO,SI
24896,4,2019,11075013,6.099999904632568,10,SI,NO
25818,3,2019,11406456,6.070000171661377,10,SI,NO
8928,1,2019,12340702,5.199999809265137,70,NO,NO
31167,3,2019,13402227,5.050000190734863,70,NO,NO
8928,1,2019,13415540,6,20,NO,SI
8928,1,2019,13582586,5.829999923706055,20,NO,SI
8928,1,2019,15424518,6.550000190734863,10,SI,NO
25818,3,2019,15535828,5.130000114440918,60,NO,NO
8928,1,2019,19087923,5.269999980926514,60,NO,NO
25099,4,2019,20138822,5.099999904632568,70,NO,NO
25463,3,2019,20634641,5.599999904632568,20,NO,SI
8928,1,2019,21078462,5.650000095367432,20,NO,SI
26112,4,2019,21328847,4.730000019073486,90,NO,NO
25818,3,2019,23376947,5.46999979019165,30,NO,SI
24933,4,2018,2934802,5.579999923706055,10,SI,NO
24933,4,2018,5426677,5.300000190734863,30,NO,SI
