RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8485,2,2018,158595,5.949999809265137,60,NO,NO
8485,2,2018,322106,6.179999828338623,40,NO,NO
8485,2,2018,1069661,6.599999904632568,10,SI,NO
9504,3,2018,2383148,6.03000020980835,10,SI,NO
8485,2,2018,2440422,6.78000020980835,10,SI,NO
8485,2,2018,3685454,6.400000095367432,20,NO,SI
8485,2,2018,4278737,6.429999828338623,20,NO,SI
8485,2,2018,5422453,5.679999828338623,90,NO,NO
8485,2,2018,5944289,6.130000114440918,40,NO,NO
8485,2,2018,5984755,6.03000020980835,50,NO,NO
8485,2,2018,6452245,6.050000190734863,50,NO,NO
8485,2,2018,7237232,5.699999809265137,80,NO,NO
8757,4,2018,7595586,6.150000095367432,60,NO,NO
8485,2,2018,7616881,5.980000019073486,60,NO,NO
8485,2,2018,7877102,6.5,20,NO,SI
8485,2,2018,8455084,6.25,30,NO,SI
8485,2,2018,9103358,6.579999923706055,10,SI,NO
8485,2,2018,9636804,5.900000095367432,70,NO,NO
8485,2,2018,9924067,5.880000114440918,70,NO,NO
8485,2,2018,10847422,6.579999923706055,10,SI,NO
8485,2,2018,11165133,6.25,30,NO,SI
8485,2,2018,11648052,6.28000020980835,30,NO,SI
8485,2,2018,12583278,6.550000190734863,20,NO,SI
8485,2,2018,12802509,5.78000020980835,80,NO,NO
8485,2,2018,13180445,6.75,10,SI,NO
8485,2,2018,13209325,6,60,NO,NO
8485,2,2018,13504891,6.03000020980835,50,NO,NO
8485,2,2018,13608721,6.53000020980835,20,NO,SI
8485,2,2018,13960321,6.050000190734863,50,NO,NO
8485,2,2018,14003921,6.429999828338623,20,NO,SI
8601,3,2018,15054541,5.630000114440918,50,NO,NO
8485,2,2018,15543152,6.679999828338623,10,SI,NO
8485,2,2018,15722240,6.199999809265137,40,NO,NO
8485,2,2020,16063343,5.5,100,NO,NO
8485,2,2018,17006893,6,60,NO,NO
25478,4,2018,17267295,6.449999809265137,30,NO,SI
9863,1,2018,17484557,6.079999923706055,10,SI,NO
8485,2,2018,18193567,5.929999828338623,60,NO,NO
8491,2,2019,19214707,5.579999923706055,50,NO,NO
8485,2,2018,21024507,6.079999923706055,50,NO,NO
8485,2,2018,23148120,6.730000019073486,10,SI,NO
8485,2,2018,23482633,5.900000095367432,70,NO,NO
8485,2,2018,24076661,6.480000019073486,20,NO,SI
8485,2,2018,24746235,6.650000095367432,10,SI,NO
8485,2,2018,407629,6.079999923706055,50,NO,NO
