RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8554,2,2020,394575,5.679999828338623,30,NO,SI
10120,6,2020,10017341,5.429999828338623,40,NO,NO
31167,3,2020,17004233,5.170000076293945,50,NO,NO
25818,3,2020,18332598,5.699999809265137,30,NO,SI
40160,3,2020,19067616,5.800000190734863,20,NO,SI
9985,1,2020,19308860,5.199999809265137,50,NO,NO
646,3,2020,23568257,5.570000171661377,30,NO,SI
8553,2,2019,437147,5.570000171661377,60,NO,NO
8587,2,2019,926465,5.429999828338623,60,NO,NO
11608,3,2019,1076481,5.699999809265137,20,NO,SI
25736,3,2019,2408762,5.630000114440918,20,NO,SI
8927,1,2019,4599339,5.329999923706055,20,NO,SI
8553,2,2019,5294435,5.630000114440918,50,NO,NO
25271,1,2019,5417068,5.269999980926514,60,NO,NO
24840,4,2019,8085971,5.5,10,SI,NO
26214,3,2019,9855493,5.369999885559082,30,NO,SI
24843,3,2019,10926425,5.480000019073486,20,NO,SI
8553,2,2019,11042525,5.550000190734863,60,NO,NO
31167,3,2019,14479763,5.300000190734863,40,NO,NO
22482,3,2019,15133855,5.300000190734863,40,NO,NO
8553,2,2019,17285199,5.869999885559082,40,NO,NO
24840,4,2019,17568732,5.699999809265137,10,SI,NO
25736,3,2019,18979424,5.46999979019165,30,NO,SI
25818,3,2019,19511771,5.679999828338623,20,NO,SI
8554,2,2019,23193985,5.699999809265137,30,NO,SI
8491,2,2018,704927,5.570000171661377,20,NO,SI
25237,3,2018,1899976,4.96999979019165,60,NO,NO
9460,1,2018,2700346,5.670000076293945,30,NO,SI
25753,3,2018,3709232,6,10,SI,NO
25463,3,2018,7658219,5.5,30,NO,SI
24840,4,2018,11361695,5,40,NO,NO
9917,3,2018,13037991,5.929999828338623,10,SI,NO
9917,3,2018,13265475,5,80,NO,NO
25818,3,2018,14675175,6.03000020980835,10,SI,NO
25818,3,2018,17157292,5.769999980926514,10,SI,NO
25951,3,2018,17381059,5.599999904632568,20,NO,SI
25463,3,2018,18066112,6.630000114440918,10,SI,NO
31167,3,2018,18385129,5.670000076293945,10,SI,NO
24840,4,2018,20289126,5.099999904632568,30,NO,SI
25818,3,2018,21018302,5.53000020980835,20,NO,SI
24840,4,2018,21754499,4.900000095367432,50,NO,NO
8491,2,2018,24118900,5.570000171661377,20,NO,SI
8491,2,2017,50094,5.46999979019165,30,NO,SI
31192,3,2017,673179,5.5,20,NO,SI
31039,3,2017,1874918,5.849999904632568,20,NO,SI
8587,2,2017,1974481,5.480000019073486,30,NO,SI
11284,1,2017,3639431,5.429999828338623,30,NO,SI
14625,3,2017,5460784,6.300000190734863,10,SI,SI
24754,1,2017,5644167,5.329999923706055,40,NO,NO
10432,1,2017,7077842,5.829999923706055,20,NO,SI
24840,4,2017,7662465,4.869999885559082,50,NO,NO
25818,3,2017,7824255,5.199999809265137,30,NO,SI
31039,3,2017,8251030,5.099999904632568,50,NO,NO
10688,1,2017,11256116,4.949999809265137,90,NO,NO
25818,3,2017,11455947,5.300000190734863,30,NO,SI
25448,3,2017,12672148,5.53000020980835,30,NO,SI
31167,3,2017,13176399,5.369999885559082,30,NO,SI
9986,1,2017,13334328,6.070000171661377,10,SI,SI
8491,2,2017,13662165,5.630000114440918,20,NO,SI
26225,3,2017,14085379,5.369999885559082,10,SI,SI
8491,2,2017,14177782,5.449999809265137,30,NO,SI
31376,3,2017,15432499,5.369999885559082,40,NO,NO
8763,4,2017,15568123,6.170000076293945,10,NO,SI
20310,3,2017,15914334,5.929999828338623,10,SI,SI
9917,3,2017,16516457,5.800000190734863,10,SI,SI
31047,4,2017,16518804,5.900000095367432,10,NO,SI
8491,2,2017,19610641,5.699999809265137,20,NO,SI
25448,3,2017,20037075,5.46999979019165,40,NO,NO
24840,4,2017,21183522,5.070000171661377,30,NO,SI
25818,3,2017,21394711,5.53000020980835,20,NO,SI
31167,3,2017,23561587,6.099999904632568,10,SI,SI
16820,3,2017,23646938,5.929999828338623,10,SI,SI
8491,2,2017,24924840,5.699999809265137,20,NO,SI
20310,3,2016,106466,5.199999809265137,60,NO,NO
9298,1,2015,2918247,5.269999980926514,40,NO,NO
31039,3,2015,3246904,6.53000020980835,10,NO,SI
24840,4,2016,4382665,5.329999923706055,20,NO,SI
9127,1,2015,4809901,6.5,10,NO,SI
78,2,2016,5817935,5.699999809265137,20,NO,SI
31039,3,2015,6418749,6.269999980926514,10,NO,SI
26214,3,2014,6802162,5.230000019073486,30,NO,SI
25818,3,2015,6958480,5.929999828338623,10,NO,SI
26333,1,2014,7583516,5.730000019073486,10,NO,SI
24896,4,2015,8872031,6.570000171661377,10,NO,SI
25270,3,2015,9074011,5.369999885559082,20,NO,SI
25448,3,2016,9670642,5.599999904632568,30,NO,SI
26023,3,2014,10437277,5.199999809265137,60,NO,NO
26023,3,2014,10501960,6.329999923706055,10,NO,SI
24840,4,2016,10555325,5.199999809265137,20,NO,SI
25818,3,2016,10636051,5.46999979019165,20,NO,SI
25951,3,2016,11258725,5.5,30,NO,SI
16820,3,2016,11529127,6.230000019073486,10,SI,SI
8491,2,2015,11580806,5.670000076293945,20,NO,SI
16467,3,2015,11931739,5.570000171661377,20,NO,SI
24896,4,2015,12567773,6,10,NO,SI
20310,3,2016,12848530,6.099999904632568,10,SI,SI
25099,4,2016,12889986,5.099999904632568,70,NO,NO
25057,4,2016,14832263,4.949999809265137,50,NO,NO
16892,3,2016,14889504,5.46999979019165,40,NO,NO
12750,3,2014,15616989,6,10,NO,SI
26023,3,2015,15850363,5.599999904632568,30,NO,SI
11843,3,2016,16911139,5.53000020980835,10,SI,SI
24840,4,2016,18076907,5.230000019073486,20,NO,SI
31039,3,2015,18388574,5.869999885559082,20,NO,SI
24840,4,2015,18654551,5.070000171661377,20,NO,SI
24933,4,2014,20410188,5.199999809265137,50,NO,NO
9460,1,2016,20801408,5.300000190734863,40,NO,NO
25818,3,2015,21013511,5.769999980926514,10,NO,SI
25982,3,2015,21166596,5.599999904632568,30,NO,SI
24840,4,2016,21756633,5.329999923706055,20,NO,SI
8763,4,2015,22654570,5.46999979019165,50,NO,NO
31039,3,2015,22773551,5.800000190734863,30,NO,SI
10259,1,2015,22847311,5.070000171661377,50,NO,NO
9877,1,2015,23473266,5.670000076293945,10,NO,SI
8487,2,2015,24374959,5.829999923706055,10,NO,SI
26030,4,2020,430763,5.570000171661377,40,NO,NO
25753,3,2020,1078744,5.829999923706055,20,NO,SI
10688,1,2020,2361095,5.829999923706055,30,NO,SI
9726,2,2020,5470774,5.699999809265137,20,NO,SI
25818,3,2020,6297965,5.53000020980835,50,NO,NO
31167,3,2020,8582523,5.170000076293945,50,NO,NO
25818,3,2020,10755998,5.829999923706055,30,NO,SI
8506,5,2020,11396860,6.230000019073486,10,SI,NO
8491,2,2020,11543917,5.349999904632568,50,NO,NO
25818,3,2020,12881198,5.670000076293945,40,NO,NO
8587,2,2020,13124848,6.199999809265137,30,NO,SI
10128,6,2020,13565204,5.400000095367432,40,NO,NO
8553,2,2020,15094231,5.269999980926514,70,NO,NO
26030,4,2020,20426180,5.829999923706055,20,NO,SI
10419,1,2020,20875533,5.300000190734863,30,NO,SI
24459,3,2020,21012962,5.650000095367432,70,NO,NO
24840,4,2020,23700544,5.329999923706055,30,NO,SI
24933,4,2019,2591577,4.96999979019165,70,NO,NO
8587,2,2019,3633942,6.400000095367432,10,SI,NO
25818,3,2019,4179198,6.150000095367432,10,SI,NO
24840,4,2019,5173543,4.900000095367432,60,NO,NO
9460,1,2019,8275522,5.900000095367432,20,NO,SI
9695,2,2019,9132179,5.369999885559082,40,NO,NO
24896,4,2019,17426552,6.130000114440918,10,SI,NO
24896,4,2019,21384540,5.900000095367432,10,SI,NO
24840,4,2019,24810574,5.849999904632568,10,SI,NO
11608,3,2018,4618550,5.329999923706055,50,NO,NO
24896,4,2018,4674658,5.170000076293945,40,NO,NO
25514,6,2018,5759220,5.849999904632568,20,NO,SI
24840,4,2018,13456783,5.5,10,SI,NO
24933,4,2018,18798713,5.369999885559082,20,NO,SI
20176,3,2018,20073047,5.300000190734863,50,NO,NO
24700,3,2017,8028716,5.300000190734863,20,NO,SI
31167,3,2017,8565294,5.53000020980835,20,NO,SI
8491,2,2017,10623058,5.53000020980835,30,NO,SI
8491,2,2017,11920785,5.650000095367432,20,NO,SI
9917,3,2017,21899693,4.949999809265137,90,NO,NO
12085,3,2017,22798488,6.179999828338623,10,SI,SI
25174,3,2013,1192227,6,10,NO,SI
26030,4,2014,1362331,6.46999979019165,10,NO,SI
31167,3,2015,2667919,5.449999809265137,40,NO,NO
8491,2,2014,2709048,5.130000114440918,70,NO,NO
24933,4,2010,2781367,5.46999979019165,20,NO,SI
31167,3,2015,3193297,5.829999923706055,20,NO,SI
8497,2,2014,3490174,5.800000190734863,10,NO,SI
24840,4,2015,3668849,4.96999979019165,30,NO,SI
25978,3,2014,4066078,6.329999923706055,10,NO,SI
8553,2,2016,4200584,5.570000171661377,40,NO,NO
10250,2,2014,4510512,5.599999904632568,20,NO,SI
31039,3,2015,4650433,5.329999923706055,60,NO,NO
8587,2,2007,4785587,5.699999809265137,20,NO,SI
10250,2,2014,4809350,5.869999885559082,10,NO,SI
25174,3,2006,4987615,5.46999979019165,10,NO,SI
8763,4,2008,5057718,5.070000171661377,70,NO,NO
8928,1,2008,5641915,5.449999809265137,20,NO,SI
24840,4,2010,5669754,5.170000076293945,20,NO,SI
24969,3,2007,5719505,5.400000095367432,30,NO,SI
25322,3,2015,5931429,6.570000171661377,10,NO,SI
26030,4,2014,6206113,5.96999979019165,30,NO,SI
8432,1,2013,6602216,5.570000171661377,20,NO,SI
2101,2,2014,6661440,5.070000171661377,90,NO,NO
8554,2,2011,6890658,5.400000095367432,10,NO,SI
31167,3,2014,7339206,6.070000171661377,10,NO,SI
24933,4,2012,7757990,4.75,90,NO,NO
25271,1,2008,7944136,5.480000019073486,20,NO,SI
25057,4,2008,8253966,5.269999980926514,30,NO,SI
25818,3,2012,8761261,4.900000095367432,80,NO,NO
1206,2,2010,9130104,4.96999979019165,80,NO,NO
10250,2,2014,9252542,5.570000171661377,30,NO,SI
25818,3,2014,9301658,5.429999828338623,30,NO,SI
25463,3,2014,9819247,5.699999809265137,10,NO,SI
26030,4,2014,10360349,6.099999904632568,20,NO,SI
8491,2,2014,10802840,5.670000076293945,20,NO,SI
31039,3,2014,11217262,5.300000190734863,50,NO,NO
26030,4,2014,11296611,6.269999980926514,10,NO,SI
8553,2,2010,11429520,6.099999904632568,10,NO,SI
12682,3,2014,11620710,5.199999809265137,30,NO,SI
24896,4,2014,11913739,5.670000076293945,10,NO,SI
25463,3,2015,12066696,5.900000095367432,10,NO,SI
8928,1,2005,12171059,5.400000095367432,20,NO,SI
10584,1,2013,12451428,5.699999809265137,30,NO,SI
8491,2,2011,12603176,5.03000020980835,50,NO,NO
8587,2,2007,12746915,5.130000114440918,40,NO,NO
25723,3,2009,12771829,4.630000114440918,80,NO,NO
8587,2,2015,12788296,5.5,30,NO,SI
26030,4,2014,12880609,6.199999809265137,10,NO,SI
25099,4,2008,12885963,5.630000114440918,10,NO,SI
31368,3,2016,13294498,5.230000019073486,60,NO,NO
8928,1,2013,13382040,5.369999885559082,30,NO,SI
31376,3,2014,13447714,6.269999980926514,10,NO,SI
26030,4,2014,13590725,6.03000020980835,20,NO,SI
25818,3,2012,13592746,5.199999809265137,50,NO,NO
24896,4,2014,13946901,5.230000019073486,30,NO,SI
26030,4,2014,14148051,5.800000190734863,40,NO,NO
25174,3,2007,14269327,6.800000190734863,10,NO,SI
26371,3,2014,14361273,5.869999885559082,10,NO,SI
25463,3,2013,15094953,5.170000076293945,60,NO,NO
25556,3,2012,15133375,5.670000076293945,10,NO,SI
8587,2,2016,15300187,5.099999904632568,60,NO,NO
8432,1,2015,15731653,5.199999809265137,50,NO,NO
25099,4,2009,15903557,5.230000019073486,20,NO,SI
26023,3,2015,16019964,5.769999980926514,20,NO,SI
10581,1,2013,16386726,6.130000114440918,10,NO,SI
31039,3,2015,16416470,5.25,70,NO,NO
25235,2,2014,16559464,5.699999809265137,10,NO,SI
25057,4,2013,16677633,5.400000095367432,20,NO,SI
25818,3,2014,16851886,5.53000020980835,20,NO,SI
8491,2,2015,17301228,5.300000190734863,50,NO,NO
25271,1,2011,17501904,5.269999980926514,40,NO,NO
8491,2,2011,17625710,5.199999809265137,30,NO,SI
26023,3,2007,17702296,4.670000076293945,80,NO,NO
8553,2,2013,17964494,5.269999980926514,60,NO,NO
25818,3,2015,18032786,5.46999979019165,20,NO,SI
9330,3,2012,18093190,5.46999979019165,30,NO,SI
10259,1,2015,18165969,5,50,NO,NO
25504,3,2013,18347104,5.599999904632568,20,NO,SI
25818,3,2014,18840305,5.170000076293945,50,NO,NO
26030,4,2014,19330745,5.869999885559082,30,NO,SI
