RBD,MRUN,AGNO_EGRESO,TIPO,PRIORITARIO_ALU,PREFERENTE_ALU,CRITERIO_SEP,BEN_SEP
8888,7645060,2004,joven,0,0,0,0
8888,60077,2005,joven,0,0,0,0
8888,541638,2005,joven,0,0,0,0
8888,894028,2005,joven,0,0,0,0
8888,907078,2005,joven,0,0,0,0
8888,1115674,2005,joven,0,0,0,0
8888,1541705,2005,joven,0,0,0,0
8888,1652712,2005,joven,0,0,0,0
8888,1840362,2005,joven,0,0,0,0
8888,1853651,2005,joven,0,0,0,0
8888,2010447,2005,joven,0,0,0,0
8888,2020477,2005,joven,0,0,0,0
8888,2646092,2005,joven,0,0,0,0
8888,3091769,2005,joven,0,0,0,0
8888,3471893,2005,joven,0,0,0,0
8888,3619013,2005,joven,0,0,0,0
8888,3956917,2005,joven,0,0,0,0
8888,3968096,2005,joven,0,0,0,0
8888,4702145,2005,joven,0,0,0,0
8888,4702697,2005,joven,0,0,0,0
8888,4812999,2005,joven,0,0,0,0
8888,4996899,2005,joven,0,0,0,0
8888,5024748,2005,joven,0,0,0,0
8888,5404087,2005,joven,0,0,0,0
8888,6046265,2005,joven,0,0,0,0
8888,6076018,2005,joven,0,0,0,0
8888,6097493,2005,joven,0,0,0,0
8888,6336694,2005,joven,0,0,0,0
8888,6351838,2005,joven,0,0,0,0
8888,6421769,2005,joven,0,0,0,0
8888,6439123,2005,joven,0,0,0,0
8888,6618588,2005,joven,0,0,0,0
8888,6686131,2005,joven,0,0,0,0
8888,6753750,2005,joven,0,0,0,0
8888,6962194,2005,joven,0,0,0,0
8888,7432705,2005,joven,0,0,0,0
8888,7436040,2005,joven,0,0,0,0
8888,7473341,2005,joven,0,0,0,0
8888,7616590,2005,joven,0,0,0,0
8888,7921819,2005,joven,0,0,0,0
8888,8135041,2005,joven,0,0,0,0
8888,8159586,2005,joven,0,0,0,0
8888,8252177,2005,joven,0,0,0,0
8888,8433960,2005,joven,0,0,0,0
8888,8500058,2005,joven,0,0,0,0
8888,8612104,2005,joven,0,0,0,0
8888,8747347,2005,joven,0,0,0,0
8888,8862483,2005,joven,0,0,0,0
8888,8883459,2005,joven,0,0,0,0
8888,9092029,2005,joven,0,0,0,0
8888,9292688,2005,joven,0,0,0,0
8888,9298514,2005,joven,0,0,0,0
8888,9446035,2005,joven,0,0,0,0
8888,9503279,2005,joven,0,0,0,0
8888,9879697,2005,joven,0,0,0,0
8888,9957082,2005,joven,0,0,0,0
8888,10166464,2005,joven,0,0,0,0
8888,10191092,2005,joven,0,0,0,0
8888,10491059,2005,joven,0,0,0,0
8888,10883870,2005,joven,0,0,0,0
8888,10930579,2005,joven,0,0,0,0
8888,10988186,2005,joven,0,0,0,0
8888,11301104,2005,joven,0,0,0,0
8888,11396587,2005,joven,0,0,0,0
8888,11557410,2005,joven,0,0,0,0
8888,11652016,2005,joven,0,0,0,0
8888,11959178,2005,joven,0,0,0,0
