RBD,COD_DEPE,AGNO_EGRESO,MRUN,NEM,PERCENTIL,PUESTO_10,PUESTO_30
8888,4,2020,116566,6.25,50,NO,NO
8888,4,2020,2567615,5.980000019073486,80,NO,NO
8888,4,2020,4543971,6.449999809265137,30,NO,SI
8888,4,2020,5327992,6.349999904632568,40,NO,NO
8860,4,2020,5713203,6.329999923706055,20,NO,SI
24761,4,2020,6447827,6.429999828338623,20,NO,SI
8888,4,2020,7342677,6.03000020980835,70,NO,NO
8888,4,2020,7885312,5.679999828338623,90,NO,NO
8888,4,2020,8527956,6.75,10,SI,NO
8888,4,2020,8999552,5.400000095367432,100,NO,NO
8888,4,2020,9046263,6.400000095367432,40,NO,NO
8888,4,2020,11297373,6.050000190734863,70,NO,NO
8888,4,2020,11609856,6.75,10,SI,NO
8888,4,2020,12097611,6.329999923706055,40,NO,NO
8888,4,2020,12188174,6.349999904632568,40,NO,NO
8888,4,2020,12454217,6.480000019073486,20,NO,SI
8888,4,2020,12454378,6.449999809265137,30,NO,SI
8888,4,2020,12901507,6.429999828338623,30,NO,SI
8888,4,2020,13200237,6.5,20,NO,SI
8888,4,2020,14590201,6.28000020980835,50,NO,NO
8888,4,2020,14640407,6,80,NO,NO
8888,4,2020,15022231,5.329999923706055,100,NO,NO
8888,4,2020,15242672,6.480000019073486,20,NO,SI
8888,4,2020,15467820,5.630000114440918,100,NO,NO
8888,4,2020,15786744,5.679999828338623,90,NO,NO
8888,4,2020,16233725,6.449999809265137,30,NO,SI
8888,4,2020,17513310,5.679999828338623,90,NO,NO
8888,4,2020,20255455,5.75,90,NO,NO
8888,4,2020,20344249,6.130000114440918,60,NO,NO
8888,4,2020,23217990,6.75,10,SI,NO
8888,4,2020,23242886,6,80,NO,NO
8888,4,2020,23368443,6.050000190734863,70,NO,NO
8888,4,2020,24549289,5.929999828338623,80,NO,NO
8888,4,2020,24758269,6.179999828338623,60,NO,NO
8888,4,2020,762995,6.699999809265137,10,SI,NO
8888,4,2020,840790,6.28000020980835,50,NO,NO
8888,4,2020,1960358,6.5,20,NO,SI
8888,4,2020,2103070,5.599999904632568,100,NO,NO
8888,4,2020,3156653,5.599999904632568,100,NO,NO
8888,4,2020,3286232,6.550000190734863,20,NO,SI
8888,4,2020,3391159,6.349999904632568,40,NO,NO
8888,4,2020,4010200,6.449999809265137,30,NO,SI
8888,4,2020,5419339,6.130000114440918,60,NO,NO
8888,4,2020,5527112,6.53000020980835,20,NO,SI
8888,4,2020,5640921,6.099999904632568,70,NO,NO
8888,4,2020,6556828,6.349999904632568,40,NO,NO
8888,4,2020,8485089,6.150000095367432,60,NO,NO
24836,4,2020,8622183,6.53000020980835,60,NO,NO
8888,4,2020,8816545,6.5,20,NO,SI
8888,4,2020,9147972,6.199999809265137,60,NO,NO
